adType,categoriesCode,categoriesName,companyId,companyName,companyPrivate,description,employment,id,isClassified,isStandout,jobTitle,jobUrl,locations,postingDuration,postedAt,salarycurrency,salaryMin,salaryMax,salaryPeriod,salaryTerm,sellingPoints
standout,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",439346,Mandiri Inhealth,false,We are looking for an experienced Developer. If you have excellent programming skills and pasion for developing applications or improving existing...,full_time,3713572,false,true,Back End / Server Side Developer,https://www.jobstreet.co.id/id/job/back-end-server-side-developer-3713572?token=0~f2aed181-5418-45f3-aee0-e53d70f5e861&sectionRank=1&jobId=jobstreet-id-job-3713572,Jakarta Selatan,an hour ago,2021-12-30T17:00:00Z,,,,monthly,,"career path,Good offer benefits and salary package,Good work environment"
standard,"503,142","Penjualan / Pemasaran,Penjualan - Korporasi",jobstreet-id-322594,PT Skynet Indonesia,false,"Responsibilities : Build and acquire new sales leads prospects for hotels and apartments in the Java, Bali and Sumatera Area Conduct sales pitches and...",full_time,3733139,false,false,Account Executive,https://www.jobstreet.co.id/id/job/account-executive-3733139?token=0~f2aed181-5418-45f3-aee0-e53d70f5e861&sectionRank=2&jobId=jobstreet-id-job-3733139,"Jawa Barat,Jawa Tengah,Jawa Timur,Bali",an hour ago,2021-12-30T17:00:00Z,,,,monthly,,
standout,"511,180","Bangunan/Konstruksi,Arsitek/Desain Interior",jobstreet-id-164809,Manna Interior,false,Adapun beberapa tugas dan tanggung jawab menjadi seorang Supervisor Proyek adalah sebagai berikut: Melakukan kontrol jalannya proyek agar memenuhi...,full_time,3737947,false,true,Project Supervisor ( Interior ),https://www.jobstreet.co.id/id/job/project-supervisor-interior-3737947?token=0~f2aed181-5418-45f3-aee0-e53d70f5e861&sectionRank=3&jobId=jobstreet-id-job-3737947,Jakarta Raya,an hour ago,2021-12-30T17:00:00Z,IDR,5500000,7700000,monthly,,Bonus apabila mencapai target
standard,"514,116","Lainnya,Lainnya/Kategori tidak tersedia",jobstreet-id-345083,GS.MATE,false,"Usia minimal 17 tahun dan maksimal 24 tahun, Pendidikan minimal SMA, Rajin, tanggungjawab, dan disiplin, Bisa mengoperasikan komputer, Mampu bekerja...",full_time,3737798,false,false,Kasir,https://www.jobstreet.co.id/id/job/kasir-3737798?token=0~f2aed181-5418-45f3-aee0-e53d70f5e861&sectionRank=4&jobId=jobstreet-id-job-3737798,Jawa Timur,an hour ago,2021-12-30T17:00:00Z,,,,monthly,,
standard,"504,101","Seni/Media/Komunikasi,Seni / Desain Kreatif",jobstreet-id-325179,LANANGE JAGAD PHOTOGRAPHY,false,"Persyaratan Umum: Usia minimal 20 tahun dan maksimal 25 tahun, Domisili Malang Berpengalman dalam fotografi / videografi Kreatif, Bisa bekerja sama...",full_time,3717824,false,false,CONTENT CREATOR,https://www.jobstreet.co.id/id/job/content-creator-3717824?token=0~f2aed181-5418-45f3-aee0-e53d70f5e861&sectionRank=5&jobId=jobstreet-id-job-3717824,Malang,an hour ago,2021-12-30T17:00:00Z,,,,monthly,,
standard,"504,101","Seni/Media/Komunikasi,Seni / Desain Kreatif",jobstreet-id-327645,PT Utomo Juragan Atap Surya Indonesia,false,Pendidikan Min. D3 Design Grafis/Multimedia atau sederajat Mendokumentasikan seluruh kegiatan Utomodeck group dan mengemasnya menjadi video yang rapi...,full_time,3720510,false,false,BRANDING (Videographer & Graphic Design),https://www.jobstreet.co.id/id/job/branding-videographer-graphic-design-3720510?token=0~f2aed181-5418-45f3-aee0-e53d70f5e861&sectionRank=6&jobId=jobstreet-id-job-3720510,Surabaya,an hour ago,2021-12-30T17:00:00Z,,,,monthly,,
standard,"511,150","Bangunan/Konstruksi,Properti/Real Estate",jobstreet-id-292137,PT Harda Makmur Rayaabadi,false,"Candidate must possess at least Diploma, Bachelor's Degree, Master's Degree/Post Graduate Degree in any field. Work experience required. Preferably...",full_time,3737698,false,false,Marketing Associate Project,https://www.jobstreet.co.id/id/job/marketing-associate-project-3737698?token=0~f2aed181-5418-45f3-aee0-e53d70f5e861&sectionRank=7&jobId=jobstreet-id-job-3737698,"Jakarta Timur,Bekasi",an hour ago,2021-12-30T17:00:00Z,,,,monthly,,
standard,"503,145","Penjualan / Pemasaran,Penjualan Ritel",438441,PT Utomodeck Metal Works (Surabaya),false,"Kandidat harus memiliki setidaknya Gelar Sarjana di bidang apapun Bahasa yang harus dimiliki: Bahasa Indonesia, English Setidaknya memiliki 1 tahun...",full_time,3721189,false,false,SALES LAPANGAN,https://www.jobstreet.co.id/id/job/sales-lapangan-3721189?token=0~f2aed181-5418-45f3-aee0-e53d70f5e861&sectionRank=8&jobId=jobstreet-id-job-3721189,Malang,an hour ago,2021-12-30T17:00:00Z,,,,monthly,,
standout,"505,118","Pelayanan,Perawatan Pribadi",17396,Gold's Gym (PT Fit and Health Indonesia),false,Candidate must possess at least Diploma in any field. At least a Year(s) of working experience in the related field is required for this position....,full_time,3728865,false,true,Personal Trainer,https://www.jobstreet.co.id/id/job/personal-trainer-3728865?token=0~f2aed181-5418-45f3-aee0-e53d70f5e861&sectionRank=9&jobId=jobstreet-id-job-3728865,"Tangerang,Jakarta Raya,Bandung,Surabaya",an hour ago,2021-12-30T17:00:00Z,,,,monthly,,
standout,"501,131","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",jobstreet-id-61809,PT Arint Premium Fitting,false,"Membuat laporan (neraca laba rugi, jurnal) sesuai tenggat waktu yang ditentukan Membuat laporan pajak tahunan Familiar dengan sitem akuntansi dan SAP...",full_time,3733203,false,true,Staff Accounting,https://www.jobstreet.co.id/id/job/staff-accounting-3733203?token=0~f2aed181-5418-45f3-aee0-e53d70f5e861&sectionRank=10&jobId=jobstreet-id-job-3733203,Jakarta Utara,an hour ago,2021-12-30T17:00:00Z,,,,monthly,,
