adType,categoriesCode,categoriesName,companyId,companyName,companyPrivate,description,employment,id,isClassified,isStandout,jobTitle,jobUrl,locations,postingDuration,postedAt,salarycurrency,salaryMin,salaryMax,salaryPeriod,salaryTerm,sellingPoints
standout,"514,110","Lainnya,Pekerjaan Umum",,,true,"Melakukan riset pasar, menentukan kunci pengambilan keputusan dalam mengembangkan strategi pasar seperti program akuisisi, retensi, dan strategi...",full_time,3720127,false,true,Head of Marketing CAS Facility,https://www.jobstreet.co.id/id/job/head-of-marketing-cas-facility-3720127?token=0~b7b98e5b-8cf9-4545-a6d9-7f15d2dd16e4&sectionRank=1&jobId=jobstreet-id-job-3720127,Tangerang,29 minutes ago,2021-12-13T17:30:23Z,IDR,15000000,21000000,monthly,,
standard,"514,116","Lainnya,Lainnya/Kategori tidak tersedia",432738,PT Global Dairi Alami,false,Kualifikasi:-	Maksimal usia 30 tahun-	Pendidikan minimal D3 / S1 dari semua jurusan-	Pengalaman minimal 1 tahun dalam membuat dan mengembangkan...,full_time,3720126,false,false,SOP Staff,https://www.jobstreet.co.id/id/job/sop-staff-3720126?token=0~b7b98e5b-8cf9-4545-a6d9-7f15d2dd16e4&sectionRank=2&jobId=jobstreet-id-job-3720126,Jakarta Barat,45 minutes ago,2021-12-13T17:14:53Z,,,,monthly,,
standard,"503,145","Penjualan / Pemasaran,Penjualan Ritel",439049,PT. Biru International,false,Usia Maksimal 32 Tahun Memiliki pengalaman sebagai SPG/SPB di bidang produk Hardware (Retail) Minimal 2 tahun Memiliki Kendaraan Pribadi Bersedia...,full_time,3719845,false,false,Sales Promotion Staff (SPG dan SPB),https://www.jobstreet.co.id/id/job/sales-promotion-staff-spg-dan-spb-3719845?token=0~b7b98e5b-8cf9-4545-a6d9-7f15d2dd16e4&sectionRank=3&jobId=jobstreet-id-job-3719845,"Jakarta Barat,Depok",an hour ago,2021-12-13T17:00:00Z,IDR,4417000,5300000,monthly,,
standout,"507,105","Pendidikan/Pelatihan,Pendidikan",427483,"KONTEN KARYA KREATIF, PT",false,"Kualifikasi Guru Eduon : Bersedia bekerja di Jakarta, 09.00 Am - 18.00 Pm Usia max 30 tahun Universitas Negeri/swasta, Min IPK 3.00 Pendidikan teakhir...",full_time,3719117,false,true,"Guru Mate-matika, Geografi tingkat SMA",https://www.jobstreet.co.id/id/job/guru-mate-matika-geografi-tingkat-sma-3719117?token=0~b7b98e5b-8cf9-4545-a6d9-7f15d2dd16e4&sectionRank=4&jobId=jobstreet-id-job-3719117,Jakarta Barat,an hour ago,2021-12-13T17:00:00Z,IDR,3250000,4550000,monthly,,"Menjadi pelopor pendidikan masa kini,Memiliki portofolio yang dapat dimanfaatkan,Memilki lingkungan kerja yang baik"
standard,"501,131","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",jobstreet-id-202970,PT SBG Solusi Bisnis,false,RESPONSIBILITIES Work in English speaking environment Do data entry in accounting software Create journal voucher and payment voucher Generate PO and...,contract,3719430,false,false,Accounting Assistant,https://www.jobstreet.co.id/id/job/accounting-assistant-3719430?token=0~b7b98e5b-8cf9-4545-a6d9-7f15d2dd16e4&sectionRank=5&jobId=jobstreet-id-job-3719430,"Tangerang,Surabaya",an hour ago,2021-12-13T17:00:00Z,,,,monthly,,
standard,"503,145","Penjualan / Pemasaran,Penjualan Ritel",jobstreet-id-286171,PT JARINGAN TOKOBAKO NUSANTARA,false,Adm online:-         Pendidikan minimal SMU – S1-         Pengalaman kerja min. 1 tahun (Fresh Graduate Welcome To Apply)-         Komukatif dan...,full_time,3719674,false,false,Adm marketing online,https://www.jobstreet.co.id/id/job/adm-marketing-online-3719674?token=0~b7b98e5b-8cf9-4545-a6d9-7f15d2dd16e4&sectionRank=6&jobId=jobstreet-id-job-3719674,Jawa Tengah,an hour ago,2021-12-13T17:00:00Z,IDR,2000000,2800000,monthly,,
standout,"512,103","Sains,Aktuaria/Statistik",373051,PT Tokio Marine Life Insurance Indonesia,false,Responsibilities Prepare related task regarding IFRS 17 implementation. Prepare related task on valuation including analysis. In charge of performing...,full_time,3719655,false,true,ACTUARIAL SERVICES ASSISTANT MANAGER,https://www.jobstreet.co.id/id/job/actuarial-services-assistant-manager-3719655?token=0~b7b98e5b-8cf9-4545-a6d9-7f15d2dd16e4&sectionRank=7&jobId=jobstreet-id-job-3719655,Jakarta Raya,an hour ago,2021-12-13T17:00:00Z,,,,monthly,,
standout,"503,145","Penjualan / Pemasaran,Penjualan Ritel",414522,PT PergiKuliner,false,Deskripsi Pekerjaan : Melakukan kerjasama dan membina hubungan baik dengan pihak restoran. Konsisten dengan pencapaian target yang diberikan....,full_time,3719963,false,true,Sales Representative,https://www.jobstreet.co.id/id/job/sales-representative-3719963?token=0~b7b98e5b-8cf9-4545-a6d9-7f15d2dd16e4&sectionRank=8&jobId=jobstreet-id-job-3719963,"Jakarta Raya,Bekasi,Tangerang",an hour ago,2021-12-13T17:00:00Z,,,,monthly,,"Bekerja di Perusahaan Review Tempat Makan No. 1 di Indonesia,Lingkungan Kerja Startup yang Menantang,Tim Sales yang Solid"
standard,"504,101","Seni/Media/Komunikasi,Seni / Desain Kreatif",jobstreet-id-217274,PT. Pinterplan Wahana Tata,false,Videographer dan Graphic Designer All education background with good related portfolio teamwork oriented Passionate &amp; Creative Menguasai Teknik...,full_time,3720047,false,false,Videographer dan Design Grafis,https://www.jobstreet.co.id/id/job/videographer-dan-design-grafis-3720047?token=0~b7b98e5b-8cf9-4545-a6d9-7f15d2dd16e4&sectionRank=9&jobId=jobstreet-id-job-3720047,Bogor,an hour ago,2021-12-13T17:00:00Z,IDR,4000000,5000000,monthly,,
standout,"511,150","Bangunan/Konstruksi,Properti/Real Estate",jobstreet-id-327412,PT Jitu Property Digitalhub,false,"Tugas dan Tanggung Jawab :  Sebagai Listing Agent yaitu membantu para pemilik rumah untuk menjual rumahnya. Pekerjaan termasuk memasukkan specs rumah,...",full_time,3719657,false,true,Real Estate Agent,https://www.jobstreet.co.id/id/job/real-estate-agent-3719657?token=0~b7b98e5b-8cf9-4545-a6d9-7f15d2dd16e4&sectionRank=10&jobId=jobstreet-id-job-3719657,Jakarta Barat,an hour ago,2021-12-13T17:00:00Z,,,,monthly,,
