adType,categoriesCode,categoriesName,companyId,companyName,companyPrivate,description,employment,id,isClassified,isStandout,jobTitle,jobUrl,locations,postingDuration,postedAt,salarycurrency,salaryMin,salaryMax,salaryPeriod,salaryTerm,sellingPoints
standard,"506,107","Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",jobstreet-id-344313,Love Ice Cream & Drinks Corner,false,Kualifikasi: Usia max 25 tahun Minimal lulusan SMK / SMA Jujur dan punya loyalitas dlm bekerja Good attitude Mampu bekerja sama dalam tim Diutamakan...,full_time,3734097,false,false,Crew Outlet,https://www.jobstreet.co.id/id/job/crew-outlet-3734097?token=0~db2a7d4f-2fd5-4c35-8c9c-8e97f245e0e9&sectionRank=1&jobId=jobstreet-id-job-3734097,Yogyakarta,6 minutes ago,2021-12-27T17:53:02Z,,,,monthly,,
standard,"507,105","Pendidikan/Pelatihan,Pendidikan",jobstreet-id-343422,Sempoasip,false,"Persyaratan : Umur 18-30 tahun Minimal lulusan SMA Bersedia Kontrak Ramah, Baik, Jujur Menyukai anak anak Menyukai matematika Berpenampilan rapi dan...",contract,3734096,false,false,Guru Sempoa (Coach),https://www.jobstreet.co.id/id/job/guru-sempoa-coach-3734096?token=0~db2a7d4f-2fd5-4c35-8c9c-8e97f245e0e9&sectionRank=2&jobId=jobstreet-id-job-3734096,Yogyakarta,12 minutes ago,2021-12-27T17:47:15Z,,,,monthly,,
standard,"508,193","Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",,,true,"Monitoring ongoing project Analysing existing business process and make improvement plans that can speed up processees, improve quality and cut cost,...",full_time,3733644,false,false,Operation Manager,https://www.jobstreet.co.id/id/job/operation-manager-3733644?token=0~db2a7d4f-2fd5-4c35-8c9c-8e97f245e0e9&sectionRank=3&jobId=jobstreet-id-job-3733644,Jakarta Utara,an hour ago,2021-12-27T17:00:00Z,,,,monthly,,
standard,"503,145","Penjualan / Pemasaran,Penjualan Ritel",jobstreet-id-332418,PT. CITRA BERSAMA KELUARGA,false,"1. Melaksanakan,mengkoordinasikan danmemonitor kegiatanpenjualan kopirobusta,kopi arabica dansarang wallet, serta lokalnasional maupun eksporyang...",full_time,3733233,false,false,Marketing,https://www.jobstreet.co.id/id/job/marketing-3733233?token=0~db2a7d4f-2fd5-4c35-8c9c-8e97f245e0e9&sectionRank=4&jobId=jobstreet-id-job-3733233,Tangerang,an hour ago,2021-12-27T17:00:00Z,IDR,4000000,5000000,monthly,,
standout,"501,131","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",jobstreet-id-283598,PT. Asia Hakarya Abadi,false,Kualifikasi: Wnita Pendidikan minimal S1 Accounting Max Umur 35th Pengalaman minimal 2 tahun sebagai Senior Accounting / Supervisor Accounting...,full_time,3733374,false,true,Senior Accounting,https://www.jobstreet.co.id/id/job/senior-accounting-3733374?token=0~db2a7d4f-2fd5-4c35-8c9c-8e97f245e0e9&sectionRank=5&jobId=jobstreet-id-job-3733374,Tegal,an hour ago,2021-12-27T17:00:00Z,IDR,5000000,6000000,monthly,,"Lingkungan pekerjaan yang menyenangkan,Gaji dan tunjangan yang kompetitif,Peluang pengembangan karir terbuka"
standout,"503,144","Penjualan / Pemasaran,Penjualan - Jasa Keuangan",jobstreet-id-235601,PT Darwin Samudra Nusantara,false,"Deskripsi Pekerjaan :·        Menginput pembukuan, posting jurnal terlaksana baik.·        Membuat rekonsiliasi bank dan penyesuaian·        Memeriksa...",full_time,3733965,false,true,Professional Accounting,https://www.jobstreet.co.id/id/job/professional-accounting-3733965?token=0~db2a7d4f-2fd5-4c35-8c9c-8e97f245e0e9&sectionRank=6&jobId=jobstreet-id-job-3733965,Surabaya,an hour ago,2021-12-27T17:00:00Z,,,,monthly,,
standout,"503,139","Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",431999,PT Digital Indonesia,false,Job Description : Analyze market needs in marketing communication Arrange meeting and give a presentation Submit Quotation Sourcing new idea for...,full_time,3730087,false,true,Account Executive,https://www.jobstreet.co.id/id/job/account-executive-3730087?token=0~db2a7d4f-2fd5-4c35-8c9c-8e97f245e0e9&sectionRank=7&jobId=jobstreet-id-job-3730087,Jakarta Barat,an hour ago,2021-12-27T17:00:00Z,,,,monthly,,
standout,"512,108","Sains,Teknologi Makanan/Ahli Gizi",jobstreet-id-59140,PT Herba Utama,false,Kualifikasi :1. Lulusan Sarjana Teknologi Pangan2. Pengalaman di industri makanan minimal 1 th3. Memahami tahapan proses develop produk dr skala lab...,full_time,3732980,false,true,Supervisor R&D Food,https://www.jobstreet.co.id/id/job/supervisor-r-d-food-3732980?token=0~db2a7d4f-2fd5-4c35-8c9c-8e97f245e0e9&sectionRank=8&jobId=jobstreet-id-job-3732980,Cikarang,an hour ago,2021-12-27T17:00:00Z,,,,monthly,,
standout,"507,105","Pendidikan/Pelatihan,Pendidikan",jobstreet-id-26205,Japan International Science and Mathematics Olympiads (JISMO),false,1) To teach science and maths online and offline.2) To support developing educational materials for JISMO Olympiads and classrooms.3) To make manpower...,full_time,3734046,false,true,Science Teacher,https://www.jobstreet.co.id/id/job/science-teacher-3734046?token=0~db2a7d4f-2fd5-4c35-8c9c-8e97f245e0e9&sectionRank=9&jobId=jobstreet-id-job-3734046,Jakarta Selatan,an hour ago,2021-12-27T17:00:00Z,IDR,5500000,7000000,monthly,,"International working environment,Working as a team,Advancement opportunity in less than one year"
standout,"503,139","Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",414522,PT PergiKuliner,false,"Goal Menjaga revenue perusahaan dengan memastikan kepuasan client-client yang sudah ada, sehingga kembali berlangganan di program-program...",full_time,3733752,false,true,Client Relationship Officer,https://www.jobstreet.co.id/id/job/client-relationship-officer-3733752?token=0~db2a7d4f-2fd5-4c35-8c9c-8e97f245e0e9&sectionRank=10&jobId=jobstreet-id-job-3733752,Jakarta Raya,an hour ago,2021-12-27T17:00:00Z,,,,monthly,,Aplikasi Direktori dan Review Tempat Makan No. 1 di Indonesia
