adType,categoriesCode,categoriesName,companyId,companyName,companyPrivate,description,employment,id,isClassified,isStandout,jobTitle,jobUrl,locations,postingDuration,postedAt,salarycurrency,salaryMin,salaryMax,salaryPeriod,salaryTerm,sellingPoints
standout,"510,194","Manufaktur,Manufaktur",jobstreet-id-278602,UD Cipta Mandiri Perkasa,false,"Kami pabrik plastik injection di surabayaMencari seorang manajer produksi yg mempunyai pengalaman dalam bidang produksi, mempunyai skill manajerial...",full_time,3732551,false,true,Manager produksi,https://www.jobstreet.co.id/id/job/manager-produksi-3732551?token=0~9cb8847e-db53-4d5f-9965-1ea79d295328&sectionRank=1&jobId=jobstreet-id-job-3732551,Surabaya,36 minutes ago,2021-12-25T17:23:46Z,IDR,4000000,6600000,monthly,,
standout,"503,145","Penjualan / Pemasaran,Penjualan Ritel",jobstreet-id-299824,The Dimsum Company,false,Syarat : Usia Maksimal 35 tahun Pengalaman Sales minimal 1 tahun (diutamakan produk F&amp;B) dengan Surat Pengalaman Kerja Memiliki pengalaman bidang...,full_time,3732480,false,true,Sales Canvas F&B,https://www.jobstreet.co.id/id/job/sales-canvas-f-b-3732480?token=0~9cb8847e-db53-4d5f-9965-1ea79d295328&sectionRank=2&jobId=jobstreet-id-job-3732480,Jakarta Utara,an hour ago,2021-12-25T17:00:00Z,IDR,3500000,4500000,monthly,,"Potensi utk Expansi,Bonus"
standard,"503,145","Penjualan / Pemasaran,Penjualan Ritel",jobstreet-id-220942,PT New Inti Furnindo (Jakarta),false,Kualifikasi: Usia maksimal 35 tahun Memiliki SIM C atau SIM A Pendidikan akhir SLTA / SMU / sederajat Memiliki pengalaman minimal 2 tahun di bidang...,full_time,3731671,false,false,Sales (Furniture),https://www.jobstreet.co.id/id/job/sales-furniture-3731671?token=0~9cb8847e-db53-4d5f-9965-1ea79d295328&sectionRank=3&jobId=jobstreet-id-job-3731671,Jakarta Barat,an hour ago,2021-12-25T17:00:00Z,,,,monthly,,
standout,"503,139","Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",451350,PT Archontas,false,Job DescriptionBerani menjadi seorang Marketing Executive dengan Take Home Pay 5X Salary?Jadilah Marketing Executive [ME] di Alpha Omega Properti...,full_time,3732288,false,true,Marketing Executive,https://www.jobstreet.co.id/id/job/marketing-executive-3732288?token=0~9cb8847e-db53-4d5f-9965-1ea79d295328&sectionRank=4&jobId=jobstreet-id-job-3732288,Batu,an hour ago,2021-12-25T17:00:00Z,,,,monthly,,
standard,"503,145","Penjualan / Pemasaran,Penjualan Ritel",jobstreet-id-320174,Double Espresso,false,We are multimedia production company with a domestic &amp; international market focus.The workplace is a media studio &amp; offices in Kuta. Our team...,full_time,3732442,false,false,Sales Executive,https://www.jobstreet.co.id/id/job/sales-executive-3732442?token=0~9cb8847e-db53-4d5f-9965-1ea79d295328&sectionRank=5&jobId=jobstreet-id-job-3732442,Badung,an hour ago,2021-12-25T17:00:00Z,,,,monthly,,
standard,"509,189","Teknik,Teknik Lingkungan",429461,PT Relindo Mitra Sukses,false,Kualifikasi: Usia maksimal 35 tahun Pendidikan minimal S1 semua Disiplin Ilmu Pengalaman minimal 2 tahun sebagai HSE Officer di perusahaan kimia atau...,full_time,3732550,false,false,HSE Officer,https://www.jobstreet.co.id/id/job/hse-officer-3732550?token=0~9cb8847e-db53-4d5f-9965-1ea79d295328&sectionRank=6&jobId=jobstreet-id-job-3732550,Cikupa,an hour ago,2021-12-25T16:52:10Z,IDR,5000000,7000000,monthly,,
standard,"504,101","Seni/Media/Komunikasi,Seni / Desain Kreatif",380780,PT Daikin Airconditioning Indonesia,false,Job Qualification : Bachelor’s degree in Visual Communication Design or equivalent Minimum has 5 years experience Creative and good in English...,full_time,3732549,false,false,Graphic Designer,https://www.jobstreet.co.id/id/job/graphic-designer-3732549?token=0~9cb8847e-db53-4d5f-9965-1ea79d295328&sectionRank=7&jobId=jobstreet-id-job-3732549,Jakarta Pusat,an hour ago,2021-12-25T16:19:02Z,,,,monthly,,
standard,"509,195","Teknik,Mekanikal",380780,PT Daikin Airconditioning Indonesia,false,"Kualfikasi Jabatan: Pendidikan Minimal SMK Mampu mengoperasikan software arsitektur seperti Autocad, (Menguasai Revit menjadi nilai tambah) Mengerti...",full_time,3732548,false,false,Drafter,https://www.jobstreet.co.id/id/job/drafter-3732548?token=0~9cb8847e-db53-4d5f-9965-1ea79d295328&sectionRank=8&jobId=jobstreet-id-job-3732548,Jakarta Pusat,an hour ago,2021-12-25T16:14:51Z,,,,monthly,,
standard,"502,133","Sumber Daya Manusia/Personalia,Staf / Administrasi umum",380780,PT Daikin Airconditioning Indonesia,false,Job Qualification: Bachelor Degree From Any Major Have good communication skill Excellent personality with good attitude and integrity Can work...,full_time,3732547,false,false,Sales Assistant,https://www.jobstreet.co.id/id/job/sales-assistant-3732547?token=0~9cb8847e-db53-4d5f-9965-1ea79d295328&sectionRank=9&jobId=jobstreet-id-job-3732547,Jakarta Raya,an hour ago,2021-12-25T16:13:58Z,,,,monthly,,
standard,"503,145","Penjualan / Pemasaran,Penjualan Ritel",380780,PT Daikin Airconditioning Indonesia,false,Detail Position : Pro ShopJob Qualification: Bachelor Degree From Any Major Good communication &amp; negotiation skills are needed and have a target...,full_time,3732546,false,false,Sales,https://www.jobstreet.co.id/id/job/sales-3732546?token=0~9cb8847e-db53-4d5f-9965-1ea79d295328&sectionRank=10&jobId=jobstreet-id-job-3732546,"Yogyakarta,Bandung",2 hours ago,2021-12-25T15:59:06Z,,,,monthly,,
