adType,categoriesCode,categoriesName,companyId,companyName,companyPrivate,description,employment,id,isClassified,isStandout,jobTitle,jobUrl,locations,postingDuration,postedAt,salarycurrency,salaryMin,salaryMax,salaryPeriod,salaryTerm,sellingPoints
standout,"503,145","Penjualan / Pemasaran,Penjualan Ritel",439305,PT. Majoo Teknologi Indonesia,false,About majoomajoo is a fastest growing SaaS company providing super app business solution platform for 60 million Indonesian SME to grow their...,full_time,3725949,false,true,Area Sales Manager,https://www.jobstreet.co.id/id/job/area-sales-manager-3725949?token=0~e9dfb66b-0f20-4ed0-9b02-4af2154d956c&sectionRank=1&jobId=jobstreet-id-job-3725949,Pontianak,32 minutes ago,2021-12-18T17:27:47Z,IDR,6000000,8000000,monthly,,"Performance Bonus,Medical/Health Insurance,Growth Career"
standout,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",jobstreet-id-322844,PT Depoguna Bangunan Online,false,KLASIFIKASI: Pendidikan minimal S1 semua jurusan Memiliki pengalaman minimal 5 Tahun dibidang Data Analytics/Data Science Menguasai tools pengolahan...,full_time,3725941,false,true,Head of Data,https://www.jobstreet.co.id/id/job/head-of-data-3725941?token=0~e9dfb66b-0f20-4ed0-9b02-4af2154d956c&sectionRank=2&jobId=jobstreet-id-job-3725941,Jakarta Raya,an hour ago,2021-12-18T17:00:00Z,,,,monthly,,
standout,"503,145","Penjualan / Pemasaran,Penjualan Ritel",jobstreet-id-220218,CV. NATA DAYA MANDIRI,false,(HARAP MEMBACA KUALIFIKASI DENGAN DETAIL SEBELUM MELAMAR)Deskripsi pekerjaan : Melaksanakan aktivitas marketing sesuai dengan tuntutan dan perencanaan...,contract,3725925,false,true,Sales Marketing,https://www.jobstreet.co.id/id/job/sales-marketing-3725925?token=0~e9dfb66b-0f20-4ed0-9b02-4af2154d956c&sectionRank=3&jobId=jobstreet-id-job-3725925,Tasikmalaya,an hour ago,2021-12-18T17:00:00Z,,,,monthly,,"Jenjang karir bagi karyawan yang Jujur, Loyal, dan berprestasi,Sistem benefit karyawan yang Amat Sangat Menarik,Lingkungan kerja yang profesional namun kekeluargaan"
standard,"503,139","Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",,,true,"Help develop Business Software for ""New Opportunities"" new clients in the field of Logistics Make presentations and become client consultants for IT...",full_time,3725937,false,false,Business Development,https://www.jobstreet.co.id/id/job/business-development-3725937?token=0~e9dfb66b-0f20-4ed0-9b02-4af2154d956c&sectionRank=4&jobId=jobstreet-id-job-3725937,Jakarta Raya,an hour ago,2021-12-18T17:00:00Z,,,,monthly,,
standout,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",jobstreet-id-322844,PT Depoguna Bangunan Online,false,KLASIFIKASI: Pendidikan minimal S1 jurusan Data Analytics/Data Science Statistic/Mathematics/IT Memiliki pengalaman minimal 4 Tahun dibidang Data...,full_time,3725944,false,true,Data Analyst,https://www.jobstreet.co.id/id/job/data-analyst-3725944?token=0~e9dfb66b-0f20-4ed0-9b02-4af2154d956c&sectionRank=5&jobId=jobstreet-id-job-3725944,Jakarta Raya,an hour ago,2021-12-18T17:00:00Z,,,,monthly,,
standard,"511,150","Bangunan/Konstruksi,Properti/Real Estate",427361,PT. KALIMAS SARANA SUPLINDO,false,"Memberikan konsultasi &amp; solusi terbaik bagi kebutuhan jual-beli / sewa property dari owner / buyer Memasangkan iklan di internet, spanduk &amp;...",full_time,3721301,false,false,Property Broker,https://www.jobstreet.co.id/id/job/property-broker-3721301?token=0~e9dfb66b-0f20-4ed0-9b02-4af2154d956c&sectionRank=6&jobId=jobstreet-id-job-3721301,Jakarta Timur,an hour ago,2021-12-18T17:00:00Z,IDR,12000000,23000000,monthly,,
standout,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",jobstreet-id-322844,PT Depoguna Bangunan Online,false,KLASIFIKASI: Pendidikan minimal S1 jurusan IT / Informatika Memiliki pengalaman minimal 4 Tahun sebagai Front-end Developer / Mobile Developer Mahir...,full_time,3725942,false,true,Front-End Developer (Engineer),https://www.jobstreet.co.id/id/job/front-end-developer-engineer-3725942?token=0~e9dfb66b-0f20-4ed0-9b02-4af2154d956c&sectionRank=7&jobId=jobstreet-id-job-3725942,Jakarta Raya,an hour ago,2021-12-18T17:00:00Z,,,,monthly,,
standout,"503,142","Penjualan / Pemasaran,Penjualan - Korporasi",jobstreet-id-322844,PT Depoguna Bangunan Online,false,"KLASIFIKASI: Pendidikan minimal S1 semua jurusan Memiliki pengalaman minimal 3 tahun di bidang Account Manager, Relationship Analyst, Business...",full_time,3725945,false,true,Account Manager,https://www.jobstreet.co.id/id/job/account-manager-3725945?token=0~e9dfb66b-0f20-4ed0-9b02-4af2154d956c&sectionRank=8&jobId=jobstreet-id-job-3725945,Jakarta Raya,an hour ago,2021-12-18T17:00:00Z,,,,monthly,,
standard,"507,105","Pendidikan/Pelatihan,Pendidikan",428988,Yayasan Bina Nusantara,false,Requirements Min. Master Degree in Computer Science or Information System Major. Max. 45 years old. Have academic status (Jenjang Jabatan Akademik)...,part_time,3725939,false,false,Lecturer for School of Computer Science,https://www.jobstreet.co.id/id/job/lecturer-for-school-of-computer-science-3725939?token=0~e9dfb66b-0f20-4ed0-9b02-4af2154d956c&sectionRank=9&jobId=jobstreet-id-job-3725939,Jakarta Raya,an hour ago,2021-12-18T17:00:00Z,,,,monthly,,
standout,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",jobstreet-id-322844,PT Depoguna Bangunan Online,false,"KLASIFIKASI: Pendidikan minimal S1 jurusan IT / Informatika Memiliki pengalaman minimal 4 Tahun sebagai Full Stack Developer / Engineer termasuk Web,...",full_time,3725943,false,true,Back-End Developer (Engineer),https://www.jobstreet.co.id/id/job/back-end-developer-engineer-3725943?token=0~e9dfb66b-0f20-4ed0-9b02-4af2154d956c&sectionRank=10&jobId=jobstreet-id-job-3725943,Jakarta Raya,an hour ago,2021-12-18T17:00:00Z,,,,monthly,,
auto_inclusion,"502,137","Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",436449,PT Repex Wahana,false,"Company: FedEx Express APACJob Title: ID029C: Payroll SpecJob Requisition Number: RC453700Locations:Cilandak Bar., Kec. Cilandak,, IndonesiaJob...",full_time,1029745864,false,false,ID029C: Payroll Spec,https://www.jobstreet.co.id/id/job/id029c%3A-payroll-spec-1029745864?token=0~e9dfb66b-0f20-4ed0-9b02-4af2154d956c&sectionRank=11&jobId=jobstreet-id-job-1029745864,Jakarta Selatan,2 hours ago,2021-12-18T15:55:04Z,,,,monthly,,
auto_inclusion,"503,142","Penjualan / Pemasaran,Penjualan - Korporasi",jobstreet-id-1000028754,Insider Indonesia,false,"Insider is a B2B SaaS company with a unique approach to multichannel experience orchestration. Recently, Insider announced its $32 Million Series C...",,1029677051,false,false,Account Manager - Indonesia,https://www.jobstreet.co.id/id/job/account-manager-indonesia-1029677051?token=0~e9dfb66b-0f20-4ed0-9b02-4af2154d956c&sectionRank=12&jobId=jobstreet-id-job-1029677051,Jakarta Raya,2 hours ago,2021-12-18T15:54:04Z,,,,monthly,,
auto_inclusion,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",430365,PT Andiarta Muzizat,false,"Jakarta, Indonesia /Tech – Engineering /InternshipNinja Van is a late-stage logtech startup that is disrupting a massive industry with innovation and...",internship,1029677070,false,false,Software Engineer Intern,https://www.jobstreet.co.id/id/job/software-engineer-intern-1029677070?token=0~e9dfb66b-0f20-4ed0-9b02-4af2154d956c&sectionRank=13&jobId=jobstreet-id-job-1029677070,Jakarta Raya,2 hours ago,2021-12-18T15:53:29Z,,,,monthly,,
standout,"501,131","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",jobstreet-id-28140,PT ITI Marine & Oilfield Utama,false,"Responsibilities: Able to handle full set of accounts Handle payroll  Monthly and yearly PPN report; Monthly BPJS, PPH21 and other government...",full_time,3725947,false,true,ACCOUNT EXECUTIVE,https://www.jobstreet.co.id/id/job/account-executive-3725947?token=0~e9dfb66b-0f20-4ed0-9b02-4af2154d956c&sectionRank=14&jobId=jobstreet-id-job-3725947,Jakarta Utara,2 hours ago,2021-12-18T15:51:23Z,IDR,6000000,7500000,monthly,,
auto_inclusion,"501,135","Akuntansi / Keuangan,Perbankan / Jasa Finansial ",430467,PT Aplikasi Karya Anak Bangsa,false,"About The RoleIn what we do, you’ll have a direct impact in improving financial inclusivity in the country, equalizing access to those who are...",,1029956240,false,false,Go To Market Senior Analyst-Financial Services Platform,https://www.jobstreet.co.id/id/job/go-to-market-senior-analyst-financial-services-platform-1029956240?token=0~e9dfb66b-0f20-4ed0-9b02-4af2154d956c&sectionRank=15&jobId=jobstreet-id-job-1029956240,Jakarta Raya,2 hours ago,2021-12-18T15:51:18Z,,,,monthly,,
auto_inclusion,"501,131","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",508601,Xendit,false,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",,1029942928,false,false,Chief Financial Officer,https://www.jobstreet.co.id/id/job/chief-financial-officer-1029942928?token=0~e9dfb66b-0f20-4ed0-9b02-4af2154d956c&sectionRank=16&jobId=jobstreet-id-job-1029942928,Jakarta Raya,2 hours ago,2021-12-18T15:51:12Z,,,,monthly,,
auto_inclusion,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",jobstreet-id-1000008649,PT Oracle Electronical Indonesia,false,"Applicants are required to read, write, and speak the following languages: English Job SummaryOracle is at the forefront of the digital revolution. We...",,1029942916,false,false,Cloud Engineering – Strategy Accelerator Lead,https://www.jobstreet.co.id/id/job/cloud-engineering-strategy-accelerator-lead-1029942916?token=0~e9dfb66b-0f20-4ed0-9b02-4af2154d956c&sectionRank=17&jobId=jobstreet-id-job-1029942916,Jakarta Raya,2 hours ago,2021-12-18T15:51:09Z,,,,monthly,,
auto_inclusion,"501,135","Akuntansi / Keuangan,Perbankan / Jasa Finansial ",820,Citigroup Inc.,false,"The Risk Collection Analyst is an intermediate-level position responsible for conducting credit reviews on collection strategy, segmentation, and...",,1029942931,false,false,Risk Collection Analyst,https://www.jobstreet.co.id/id/job/risk-collection-analyst-1029942931?token=0~e9dfb66b-0f20-4ed0-9b02-4af2154d956c&sectionRank=18&jobId=jobstreet-id-job-1029942931,Jakarta Raya,2 hours ago,2021-12-18T15:50:57Z,,,,monthly,,
auto_inclusion,"502,137","Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",508601,Xendit,false,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",,1029942946,false,false,Head of People,https://www.jobstreet.co.id/id/job/head-of-people-1029942946?token=0~e9dfb66b-0f20-4ed0-9b02-4af2154d956c&sectionRank=19&jobId=jobstreet-id-job-1029942946,Jakarta Raya,2 hours ago,2021-12-18T15:50:57Z,,,,monthly,,
auto_inclusion,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",508285,Kantar Added Value,false,"We go beyond the obvious, using intelligence, passion and creativity to inspire new thinking and shape the world we live in.To start a career that is...",,1029942912,false,false,Senior DP Executive,https://www.jobstreet.co.id/id/job/senior-dp-executive-1029942912?token=0~e9dfb66b-0f20-4ed0-9b02-4af2154d956c&sectionRank=20&jobId=jobstreet-id-job-1029942912,Jakarta Raya,2 hours ago,2021-12-18T15:50:05Z,,,,monthly,,
auto_inclusion,"502,137","Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",391629,TMF Group,false,Job no: 545303Work type: InternLocation: Indonesia - JakartaCategories: Client PayrollOffice Location: JakartaAdvertised: 15 Dec 2021 SE Asia Standard...,,1029942913,false,false,Intern - HR & Payroll Services,https://www.jobstreet.co.id/id/job/intern-hr-payroll-services-1029942913?token=0~e9dfb66b-0f20-4ed0-9b02-4af2154d956c&sectionRank=21&jobId=jobstreet-id-job-1029942913,Jakarta Raya,2 hours ago,2021-12-18T15:50:05Z,,,,monthly,,
