adType,categoriesCode,categoriesName,companyId,companyName,companyPrivate,companyDescription,description,employment,id,isClassified,isStandout,jobTitle,jobUrl,locations,postingDuration,postedAt,salarycurrency,salaryMin,salaryMax,salaryPeriod,salaryTerm,sellingPoints
auto_inclusion,"503,143","Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",jobstreet-id-1000000789,Lembaga Psikologi Intelektualita Makassar,false,"<div><div><p>Job Description</p></div></div><br /><div><div><p>This is a unique opportunity to join Intel as a Sales Intern in our Jakarta office.</p></div></div><br /><div><div><p>We encourage undergraduates who are currently pursuing academic qualification to apply for this position.</p></div></div><br /><div><li>You will work with the Intel Indonesia sales team under one of the Account Executives.</li><br /><li>You will help Intel customers in Indonesia understand, adopt and derive value from Intel's world-leading technologies, from Edge to Data Center to Cloud. Intel is at the very heart of the world's digital transformation journey bringing amazing technologies to life through AI, 5G, IOT and Cloud. Our customers in Indonesia are very diverse and you will have the opportunity to work with telecommunications companies, banks, and Government entities amongst others.</li><br /><li>You will prepare for customer presentations and workshops on Intel technologies and engage with our ecosystem. You will also help support the sales team with the account plans, events and activities in the country.</li><br /></div><br /><div><div><p><strong>Qualifications</strong><br /></p></div></div><br /><div><div><p>You should be ambitious, with high levels of energy and enthusiasm.</p></div></div><br /><div><li>You get excited by technology and the impact it can have to change the world. You are motivated by leading edge solutions and want to play a key role in shaping the future in Indonesia. You must be a team player, quick learner and hard worker.</li><br /><li>This role will help give you experience for a future career in IT sales.</li><br /><li>You should either be a college graduate in a relevant degree or final year student.</li><br /><li>Experience in IT sales is a bonus, but its more important to have the right personality and aptitude for sales and IT.</li><br /></div><br /><div><div><p>Inside this Business Group</p></div></div><br /><div><div><p>Intel's Sales and Marketing (SMG) organization works with global customers and partners to solve critical business problems with Intel based technology solutions. SMG works across business units to amplify the customer voice and deliver solutions that accelerate their business. We work across numerous industries, including retail, enterprise and government, cloud services and healthcare as examples. The operations team focuses on forecasting, driving alignment with factory production and delivering efficiency tools and our marketing capability drives demand and localized marketing in locations around the globe. Our sales force navigates a complex partner and customer ecosystem while shaping product roadmaps, driving value for our customers, and collaborating to harness emerging technology trends to deliver comprehensive solutions.</p></div></div><br /><div><p>IDJR0214747JakartaSales and Marketing</p></div>-",,1031072165,false,false,JR0214747 - Undergraduate Intern Sales,https://www.jobstreet.co.id/id/job/jr0214747-undergraduate-intern-sales-1031072165?token=0~a257331c-6435-4089-92b0-e95c5ea3e112&sectionRank=1&jobId=jobstreet-id-job-1031072165,Jakarta Raya,2022-04-14T15:41:54Z,,1 minute ago,,,monthly,,,
auto_inclusion,"506,107","Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",1707,Marriott International,false,"<div><br /><b>Posting Date</b> Apr 05, 2022<br /><b>Job Number</b> 22053***<br /><b>Job Category</b> Food and Beverage &amp; Culinary<br /><b>Location</b> The Westin Resort &amp; Spa Ubud Bali, Jalan Lod Tunduh, Br. Kengetan, Ubud, Bali, Indonesia VIEW ON MAP<br /><b>Brand</b> Westin Hotels &amp; Resorts<br /><b>Schedule</b> Full-Time<br /><b>Relocation?</b> N<br /><b>Position Type</b> Non-Management<br /><b>Located Remotely?</b> N<p>At Westin, we are committed to empowering the well-being of our guests by providing a refreshing environment, thoughtful amenities, and revitalizing programming to help ensure that they leave feeling better than when they arrived. We recognize that travel can be disruptive to our guests’ well-being, and we’re energized to assist as partners in helping them maintain control and soaring above it all while on the road. Everything we do is designed to help guests be at their best, and they appreciate our supportive attitude, anticipatory service and extensive knowledge on how to best assist them throughout their stay. We are looking for dynamic people who are excited to join the team and ready to jump into any situation to give a helping hand. If you’re someone who has is positive, adaptable and intuitive, and has a genuine interest in the well-being of others around you, we invite you to discover how at Westin, together we can rise.<br /></p><br /></div><br /><div><p>See where your journey can take you. At Marriott International, we believe in seizing opportunities and making your own adventure. A world of opportunity pulls up to your bar with every guest you meet – and you never know who might show up next. That big world also extends to our global, diverse family of associates. Like most families, we’re a group of unique individuals who bring different strengths, styles, personalities and interests to the table. And this makes every single day a new discovery. So, we ask, where will your journey take you?</p><p><strong>The impact you’ll make </strong></p><p>You are a bright mixologist who is always on the lookout for new beverage trends. When you are behind the bar, you create an energy that is both welcoming and exciting. You take pride in offering our guests a diverse and seasonally-inspired beverage menu, a warm conversation, and helpful suggestions. When you shine, our guests will look forward to relaxing with you after a long day.</p><p><strong>Rewards for work, benefits for your lifestyle</strong></p><p>You’ll be supported in and out of the workplace through:</p><ul><li>Discounts on hotel rooms, gift shop items, food and beverage</li><li>Learning and development opportunities</li><li>Recognition programs</li><li>Wellbeing programs</li><li>Encouraging management</li><li>Team-spirited colleagues</li></ul><p><strong>What you’ll do</strong></p><ul><li>Welcome guests</li><li>Attend to tables</li><li>Open and serve wine/champagne</li><li>Prepare garnishes</li><li>Stock ice, glassware and paper supplies</li><li>Set up and maintain cleanliness of bar area</li><li>Process all payment methods and complete cashier reports</li></ul><p><strong>What we’re looking for</strong></p><ul><li>Great storytelling skills</li><li>Positive outlook and outgoing personality</li><li>Previous bartending experience is a big plus.</li></ul><p>This role requires the ability to move and lift up to 25 lbs. Standing, sitting or walking for extended periods of time and ensuring a professional appearance in a clean uniform are also required. Prior to employment, we’ll ask you to complete safety training and certification.</p><p><strong>Connect your passions with a rewarding opportunity</strong></p><p>You’re a beverage enthusiast. And with us, you'll get to both refine and showcase your craft of creating cocktails.  Join us and grow through opportunities to explore the business, opening yourself to various career options. No matter your path, we’ll make sure you feel right at home.</p><p>Marriott International is an equal opportunity employer. We believe in hiring a diverse workforce and sustaining an inclusive, people-first culture. We are committed to non-discrimination on any protected basis, such as disability and veteran status, or any other basis covered under applicable law.</p></div>-",,1031197618,false,false,Bartender,https://www.jobstreet.co.id/id/job/bartender-1031197618?token=0~a257331c-6435-4089-92b0-e95c5ea3e112&sectionRank=2&jobId=jobstreet-id-job-1031197618,Ubud,2022-04-14T15:41:46Z,,1 minute ago,,,monthly,,,
auto_inclusion,"506,107","Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",1707,Marriott International,false,"<div><br /><b>Posting Date</b> Apr 05, 2022<br /><b>Job Number</b> 22054***<br /><b>Job Category</b> Food and Beverage &amp; Culinary<br /><b>Location</b> The Ritz-Carlton Bali, Jalan Raya Nusa Dua Selatan Lot III, Bali, Bali, Indonesia VIEW ON MAP<br /><b>Brand</b> The Ritz-Carlton<br /><b>Schedule</b> Full-Time<br /><b>Relocation?</b> N<br /><b>Position Type</b> Non-Management<br /><b>Located Remotely?</b> N<div><div><div><div><div>At more than 100 award-winning properties worldwide, The Ritz-Carlton Ladies and Gentlemen create experiences so exceptional that long after a guest stays with us, the experience stays with them. As the premier worldwide provider of luxury experiences, we set the standard for rare and special luxury service the world over. We invite you to explore The Ritz-Carlton.</div></div></div></div></div><br /></div><br /><div><p><strong>POSITION SUMMARY</strong></p><p>Supervise and coordinate activities of cooks and workers. Determine how food should be presented and create decorative food displays. Ensure proper portion, arrangement, and food garnish to be served. Monitor the quantity of food that is prepared. Inform Food &amp; Beverage service staff of menu specials and out of stock menu items. Prepare special meals or substitute items. Assist cooks and kitchen staff with various tasks. Provide cooks with needed items. Monitor stock of kitchen supplies and food. Maintain kitchen logs for food safety program and food products. Ensure the quality of the food items and notify manager if a product does not meet specifications.</p><p>Assist management in hiring, training, scheduling, evaluating, counseling, disciplining, and motivating and coaching employees. Follow all company and safety and security policies and procedures; report maintenance needs, accidents, injuries, and unsafe work conditions to manager; complete safety training and certifications. Ensure uniform and personal appearance are clean and professional; maintain confidentiality of proprietary information; protect company assets. Address guests’ service needs. Speak with others using clear and professional language. Develop and maintain positive working relationships with others; support team to reach common goals; listen and respond appropriately to the concerns of other employees. Ensure adherence to quality expectations and standards. Stand, sit, or walk for an extended period of time. Reach overhead and below the knees, including bending, twisting, pulling, and stooping. Move, lift, carry, push, pull, and place objects weighing less than or equal to 25 pounds without assistance. Perform other reasonable job duties as requested by Supervisors.</p></div>Marriott International is an equal opportunity employer. We believe in hiring a diverse workforce and sustaining an inclusive, people-first culture. We are committed to non-discrimination on any protected basis, such as disability and veteran status, or any other basis covered under applicable law.<br />-",,1031197614,false,false,Chef De Partie Bakery,https://www.jobstreet.co.id/id/job/chef-de-partie-bakery-1031197614?token=0~a257331c-6435-4089-92b0-e95c5ea3e112&sectionRank=3&jobId=jobstreet-id-job-1031197614,Bali,2022-04-14T15:41:46Z,,1 minute ago,,,monthly,,,
auto_inclusion,"503,143","Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",jobstreet-id-1000000789,Lembaga Psikologi Intelektualita Makassar,false,"<div><div><p>Job Description</p></div></div><br /><div><div><p>This is a commissioned sales position.</p></div></div><br /><div><div><p>Responsible for Influencing and advocating Intel-based products and solutions for all of Intel's Business units through a vertically oriented, solutions-led approach to Business and IT.</p></div></div><br /><div><div><p>The Industry Technical Specialist is the technical counterpart to the Account Executive and is responsible for ensuring that all technical and architectural needs of our covered accounts are understood and that we are working with the customer, our business units teams, and our partners to position technical solutions that help solve our customer business problem and that create significant pull for Intel's products and solutions.</p></div></div><br /><div><div><br /><p>Daily activities will include providing direct technical assistance to customers and partners and interfacing with senior technical decision-makers at the customer side. Tasks include driving awareness and early adoption of Intel technologies, platforms, and products through training, technical workshops, and demos<br />A successful candidate will have demonstrable experience of technical presales to large enterprise customers.</p><br /><p>Responsibilities</p><br /></div></div><br /><div><li>Works closely with Account Executives to create long term strategic account plans for key customers</li><br /><li>Conducts technical workshops/PoC to influence customers on Intel products and Intel optimized software and drive towards technical win</li><br /><li>ITS collaborates with partners (Multi-National Corporations, Original Equipment Manufacturers, System Integrator, Independent Software Vendors, and other ecosystem players) to bring max Intel value to the business</li><br /><li>As a trusted technical adviser, ITS engages technical decision-makers to drive awareness and early adoption of new Intel technologies, platforms, and products</li><br /><li>The ITS will also be expected to meet or exceed the annual quota of Deal Wins and be seen and perceived as a trusted advisor by key stakeholders at the covered customers</li><br /></div><br /><div><div><p><strong>Qualifications</strong><br /></p></div></div><br /><div><li>Comfortable with risk-taking and hungry to succeed in a fast-moving business environment and a quick learner</li><br /><li>Knowledge of Datacentre's Compute, Networks and Storage Technologies</li><br /><li>Working knowledge of cloud computing technologies. Existing public cloud Solution architect-related certification(s) would be added advantage</li><br /><li>Ability to excel as an empowered individual contributor and ability to work under pressure</li><br /><li>Excellent communication and presentation skills</li><br /><li>Degree preferably in Computer Science, or Electronics Engineering</li><br /></div><br /><div><div><p>Inside this Business Group</p></div></div><br /><div><div><p>Intel's Sales and Marketing (SMG) organization works with global customers and partners to solve critical business problems with Intel based technology solutions. SMG works across business units to amplify the customer voice and deliver solutions that accelerate their business. We work across numerous industries, including retail, enterprise and government, cloud services and healthcare as examples. The operations team focuses on forecasting, driving alignment with factory production and delivering efficiency tools and our marketing capability drives demand and localized marketing in locations around the globe. Our sales force navigates a complex partner and customer ecosystem while shaping product roadmaps, driving value for our customers, and collaborating to harness emerging technology trends to deliver comprehensive solutions.</p></div></div><br /><div><p>IDJR0214749JakartaSales and Marketing</p></div>-",,1031072179,false,false,JR0214749 - Industry Technical Specialist,https://www.jobstreet.co.id/id/job/jr0214749-industry-technical-specialist-1031072179?token=0~a257331c-6435-4089-92b0-e95c5ea3e112&sectionRank=4&jobId=jobstreet-id-job-1031072179,Jakarta Raya,2022-04-14T15:41:41Z,,1 minute ago,,,monthly,,,
auto_inclusion,"510,197","Manufaktur,Penjaminan Kualitas / QA",521853,Asia Inspection,false,"<div><br /><p>Reporting directly to the Operations Manager South-East Asia, you will oversee the frontline operations for Quality Inspections in SEA region.</p><br /><div><br /><br /><p>Your main responsibilities will be to: </p><br /><ul><br /><li>Supervise and manage a team of quality inspectors, make use of QIMA Key Performance Indicators to monitor their performance and watch our service level.</li><br /><li>Act as a trainer and coach, provide guidance and technical support to inspectors and conduct performance evaluations and on-site audits.</li><br /><li>Constantly challenge our processes and propose related solutions to improve standards of service and prevent internal issues that may impact inspectors’ work quality.</li><br /><li>Design workflows and procedures for our front-end operations and cascade them at all applicable level within the organization.</li><br /><li>Lead any future investigations to establish whether any claims related to the inspectors’ actions are legitimate. Keep a global objective of improvement while doing so, in line with our service level and claim rate targets.</li><br /><li><br /></li><li><br /></li></ul><br /></div><br /></div>-",,1031072186,false,false,Operations Leader South East Asia,https://www.jobstreet.co.id/id/job/operations-leader-south-east-asia-1031072186?token=0~a257331c-6435-4089-92b0-e95c5ea3e112&sectionRank=5&jobId=jobstreet-id-job-1031072186,Jakarta Raya,2022-04-14T15:41:37Z,,1 minute ago,,,monthly,,,
auto_inclusion,"503,142","Penjualan / Pemasaran,Penjualan - Korporasi",jobstreet-id-1000000789,Lembaga Psikologi Intelektualita Makassar,false,"<div><div><p>Job Description</p></div></div><br /><div><div><p>As a manager, set priorities for the team, get results across boundaries, ensure an inclusive work environment, develop employees, and manage performance.</p></div></div><br /><div><div><p>This is a commissioned sales position:</p></div></div><br /><div><li>Responsible for working with customers on joint sales and marketing programs which includes creative, imaginative and proactive marketing or business development programs.</li><br /><li>Supports the major customer sales force and negotiates with many levels of customer management.</li><br /><li>Represents Intel in third party relationships.</li><br /><li>Requires extensive theoretical, practical, and industry knowledge.</li><br /><li>Applies and/or develops highly advanced technologies, principles, and concepts.</li><br /></div><br /><div><div><p><strong>Qualifications</strong><br /></p></div></div><br /><div><li>A graduate in Business or related fields or equivalent degree</li><br /><li>Minimum of 3 years of people manager experience in diverse environment.</li><br /><li>Minimum of 5 years of sales experience in influencing and managing customers at senior management level.</li><br /><li>Proven track record in Sales, Strategic account management, Partner and/or End-Customer sales experience</li><br /><li>Strategic thinking, entrepreneurial skill, thinking out of the box, excellent integration skills across teams and the capability to inspire internal and external stakeholders</li><br /><li>Professional business acumen in datacentric technologies (Big Data/Analytics/AI/IoT/Cloud/Networking-Comms etc.)</li><br /><li>Comfort with risk-taking and disruptive approaches to drive Business Units success</li><br /><li>Strong business and Analytic acumen and the ability to turn research into strategy is a must-have</li><br /><li>Hunger to learn from success and failures</li><br /></div><br /><div><div><p>Preference:</p></div></div><br /><div><li>People management, Coaching</li><br /><li>Senior management relationship</li><br /><li>Business acumen:  Internet of Things/ Embedded, Data center/HPC, Client computing,  Customer IR (investor relation) report</li><br /><li>Knowledge on Intel Architecture or competitor based solutions (hardware, motherboard, system and software)</li><br /></div><br /><div><div><p>Inside this Business Group</p></div></div><br /><div><div><p>Intel's Sales and Marketing (SMG) organization works with global customers and partners to solve critical business problems with Intel based technology solutions. SMG works across business units to amplify the customer voice and deliver solutions that accelerate their business. We work across numerous industries, including retail, enterprise and government, cloud services and healthcare as examples. The operations team focuses on forecasting, driving alignment with factory production and delivering efficiency tools and our marketing capability drives demand and localized marketing in locations around the globe. Our sales force navigates a complex partner and customer ecosystem while shaping product roadmaps, driving value for our customers, and collaborating to harness emerging technology trends to deliver comprehensive solutions.</p></div></div><br /><div><p>IDJR0214750JakartaSales and Marketing</p></div>-",,1031072215,false,false,JR0214750 - Field Sales Manager,https://www.jobstreet.co.id/id/job/jr0214750-field-sales-manager-1031072215?token=0~a257331c-6435-4089-92b0-e95c5ea3e112&sectionRank=6&jobId=jobstreet-id-job-1031072215,Jakarta Raya,2022-04-14T15:41:37Z,,1 minute ago,,,monthly,,,
auto_inclusion,"505,134","Pelayanan,Layanan Pelanggan",2082,Hotel Mercure Jakarta Simatupang,false,"<div><div><br /><strong>Job Description</strong><br /><p>•Welcomes guests as soon as they arrive with due care and attention</p><br /><p>•Helps encourage customer loyalty by developing friendly, personalized relationships</p><br /><p>•Anticipates guests' needs and takes them into consideration</p><br /><p>•Handles any guest complaints and/or remarks; provides a response as soon as possible</p><br /><p><strong>Work Experience</strong><br /></p><br /><p>•2 years of professional experience</p><br /><p>•Customer Service Experience</p><br /><p>•Good Communication and Listening Skills</p><br /><p>•Highly motivated, good team player, guest oriented and passionate</p><br /><p>•Knowledge in systems such as Rhapsody.</p><br /><p><strong>Benefits</strong><br /></p><br /><p>•Working for an international Hotel Company</p><br /><p>•Developing your talent through learning programs</p><br /><p>•A Bienvenue card </p><br /></div></div>-",,1031197596,false,false,FRONT DESK AGENT,https://www.jobstreet.co.id/id/job/front-desk-agent-1031197596?token=0~a257331c-6435-4089-92b0-e95c5ea3e112&sectionRank=7&jobId=jobstreet-id-job-1031197596,Jawa Tengah,2022-04-14T15:41:37Z,,1 minute ago,,,monthly,,,
auto_inclusion,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",jobstreet-id-356360,PT Digdaya Olah Teknologi Indonesia,false,"<p>PT Digdaya Olah Teknologi Indonesia (DOT Indonesia), a well-funded software developer company, is currently hiring a .NET Developer with the criteria below</p><p>- At least 1 Year of working experience in the related field is required for this position.</p><p>- Required Skill(s): ASP.net, C#, &amp; web development using .NET MVC and Entity Framework.</p><p>- Familiar with RESTful API &amp; OOP Paradigm</p><p>- Strong critical thinking and analytical capabilities.</p><p>- Fast learner and able to work independently or as a team with a strong drive for results.</p><div><br /><p><strong>Benefit: </strong></p><br /><ol><br /><li>Competitive salary + daily allowance</li><br /><li>Flexible working hours and remote work culture</li><br /><li>Friendly and dynamic work environment</li><br /><li>BPJS Kesehatan dan Ketenagakerjaan</li><br /><li>Bonus Project</li><br /></ol><br /></div><p>If those requirements match you, you could submit your best CV and portfolios. Looking forward to growing together with you^^ </p>-",,1031075180,false,false,.NET Developer,https://www.jobstreet.co.id/id/job/.net-developer-1031075180?token=0~a257331c-6435-4089-92b0-e95c5ea3e112&sectionRank=8&jobId=jobstreet-id-job-1031075180,Jawa Timur,2022-04-14T15:41:33Z,,1 minute ago,,,monthly,,,
auto_inclusion,"506,107","Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",1707,Marriott International,false,"<div><br /><b>Posting Date</b> Apr 05, 2022<br /><b>Job Number</b> 22054***<br /><b>Job Category</b> Food and Beverage &amp; Culinary<br /><b>Location</b> The Stones Hotel - Legian Bali Autograph Collection, Jl. Raya Pantai Kuta, Legian, Bali, Indonesia VIEW ON MAP<br /><b>Brand</b> Autograph Collection Hotels<br /><b>Schedule</b> Full-Time<br /><b>Relocation?</b> N<br /><b>Position Type</b> Management<br /><b>Located Remotely?</b> N<div><div><div><div><div>Marriott's Autograph Collection features a select group of upscale and luxury independent partner hotels, each with its own distinct personality, experience, style and features. Located in major cities and desirable destinations around the world, Autograph guests favor hotel stays that reflect their own unique and personal styles. Be a part of our team and deliver an innovative guest experiences that resists predictability. </div></div></div></div></div><br /></div><br /><div><p><strong>JOB SUMMARY</strong></p><p>Accountable for overall success of the daily kitchen operations. Exhibits culinary talents by personally performing tasks while leading the staff and managing all food related functions. Works to continually improve guest and employee satisfaction while maintaining the operating budget. Supervises all kitchen areas to ensure a consistent, high quality product is produced. Responsible for guiding and developing staff including direct reports. Must ensure sanitation and food standards are achieved.</p><p><strong>CANDIDATE PROFILE</strong></p><p><strong>Education and Experience</strong></p><p>• High school diploma or GED; 4 years experience in the culinary, food and beverage, or related professional area.</p><p>OR</p><p>• 2-year degree from an accredited university in Culinary Arts, Hotel and Restaurant Management, or related major; 2 years experience in the culinary, food and beverage, or related professional area.</p><p><strong>CORE WORK ACTIVITIES</strong></p><p><strong>Ensuring Culinary Standards and Responsibilities are Met</strong></p><p>• Manages kitchen shift operations and ensures compliance with all Food &amp; Beverage policies, standards and procedures.</p><p>• Estimates daily production needs on a weekly basis and communicates production needs to kitchen personnel daily.</p><p>• Assists Executive Chef with all kitchen operations and preparation.</p><p>• Prepares and cooks foods of all types, either on a regular basis or for special guests or functions.</p><p>• Develops, designs, or creates new applications, ideas, relationships, systems, or products, including artistic contributions.</p><p>• Assists in determining how food should be presented and creates decorative food displays.</p><p>• Maintains purchasing, receiving and food storage standards.</p><p>• Ensures compliance with food handling and sanitation standards.</p><p>• Performs all duties of kitchen managers and employees as necessary.</p><p>• Recognizes superior quality products, presentations and flavor.</p><p>• Ensures compliance with all applicable laws and regulations.</p><p>• Follows proper handling and right temperature of all food products.</p><p>• Operates and maintains all department equipment and reports malfunctions.</p><p>• Checks the quality of raw and cooked food products to ensure that standards are met.</p><p><strong>Leading Kitchen Operations</strong></p><p>• Supervises and coordinates activities of cooks and workers engaged in food preparation.</p><p>• Leads shifts while personally preparing food items and executing requests based on required specifications.</p><p>• Utilizes interpersonal and communication skills to lead, influence, and encourage others; advocates sound financial/business decision making; demonstrates honesty/integrity; leads by example.</p><p>• Encourages and builds mutual trust, respect, and cooperation among team members.</p><p>• Serves as a role model to demonstrate appropriate behaviors.</p><p>• Maintains the productivity level of employees.</p><p>• Ensures employees understand expectations and parameters.</p><p>• Establishes and maintains open, collaborative relationships with employees and ensures employees do the same within the team.</p><p>• Ensures property policies are administered fairly and consistently.</p><p>• Communicates performance expectations in accordance with job descriptions for each position.</p><p>• Recognizes success performance and produces desired results.</p><p><strong>Ensuring Exceptional Customer Service</strong></p><p>• Provides services that are above and beyond for customer satisfaction and retention.</p><p>• Manages day-to-day operations, ensuring the quality, standards and meeting the expectations of the customers on a daily basis.</p><p>• Sets a positive example for guest relations.</p><p>• Empowers employees to provide excellent customer service.</p><p>• Interacts with guests to obtain feedback on product quality and service levels.</p><p>• Handles guest problems and complaints.</p><p><strong>Maintaining Culinary Goals</strong></p><p>• Achieves and exceeds goals including performance goals, budget goals, team goals, etc.</p><p>• Develops specific goals and plans to prioritize, organize, and accomplish your work.</p><p>• Utilizes the Labor Management System to effectively schedule to business demands and for tracking of employee time and attendance.</p><p>• Trains employees in safety procedures.</p><p><strong>Managing and Conducting Human Resource Activities</strong></p><p>• Identifies the developmental needs of others and coaching, mentoring, or otherwise helping others to improve their knowledge or skills.</p><p>• Improves service by communicating and assisting individuals to understand guest needs, providing guidance, feedback, and individual coaching when needed.</p><p>• Participates in the employee performance appraisal process, providing feedback as needed.</p><p>• Brings issues to the attention of the department manager and Human Resources as necessary.</p><p><strong>Additional Responsibilities</strong></p><p>• Provides information to supervisors, co-workers, and subordinates by telephone, in written form, e-mail, or in person.</p><p>• Analyzes information and evaluating results to choose the best solution and solve problems.</p><p>• Attends and participates in all pertinent meetings.</p></div>Marriott International is an equal opportunity employer. We believe in hiring a diverse workforce and sustaining an inclusive, people-first culture. We are committed to non-discrimination on any protected basis, such as disability and veteran status, or any other basis covered under applicable law.<br />-",,1031197681,false,false,Sous Chef,https://www.jobstreet.co.id/id/job/sous-chef-1031197681?token=0~a257331c-6435-4089-92b0-e95c5ea3e112&sectionRank=9&jobId=jobstreet-id-job-1031197681,Kuta,2022-04-14T15:41:29Z,,1 minute ago,,,monthly,,,
auto_inclusion,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",432740,PT Global Digital Niaga,false,"<div><br /><div><br /><p>As Data Engineer in Blibli, you need to build and maintain state of the art infrastructure to make data available, reliable, and accessible to the entire company to make data-driven decisions.</p><br /><p>Job Description :</p><br /><p>- Design, build, and maintain streaming data infrastructure systems (realtime pipeline)</p><br /><p>- Build out scalable and reliable data pipelines and processes to ingest data from a large number and variety of data sources.</p><br /><p>- Design, build and maintain data lake, data warehouse &amp; data pipeline that can adequately handle the needs of a rapidly growing data-driven company.</p><br /><p>- Performing all of the necessary data transformations to populate data into a warehouse table structure that is optimized for reporting.</p><br /><p>- Maintain and Monitor data security and accuracy</p><br /><p>- Collaborate with analysts, engineers, infra and business users to design solutions.</p><br /><p>- Able to document use cases, solutions and recommendations</p><br /></div><br /><div><ol><br /><li>Minimum 3+ year experience as Data Engineer, Data Modeling, Data Architecture or similar</li><br /><li>Working experience with data ingestion and streaming pipelines (e.g. Kafka, Pub-Sub, Spark Streaming)</li><br /><li>Experience in Cloud Infrastructure (Google Cloud Platform preferred) and LINUX environment.</li><br /><li>Hands-on experience with orchestration tools (Airflow, Azkaban, dbt or similar)</li><br /><li>Experience in designing and implementing Structured Data Warehouse and Data-mart (Snowflake, Dimensional Modelling)</li><br /><li>Excellent knowledge of Python and SQL.</li><br /><li>Experienced in working with RDBMS (PostgreSQL) and NoSQL databases (MongoDB)</li><br /><li>Proficiency in software engineering best practices such as clean/maintainable code, Git, code review, unit/integration testing, Infrastructure as Code, and Continuous Integration/Continuous Delivery.</li><br /><li>Have passion, interest, willingness to learn and share and able to work as a team</li><br /><li>Strong communication and collaboration skills with stakeholders</li><br /></ol></div><br /></div>-",,1031075218,false,false,Senior Data Engineer,https://www.jobstreet.co.id/id/job/senior-data-engineer-1031075218?token=0~a257331c-6435-4089-92b0-e95c5ea3e112&sectionRank=10&jobId=jobstreet-id-job-1031075218,Jakarta Raya,2022-04-14T15:41:25Z,,1 minute ago,,,monthly,,,
