adType,categoriesCode,categoriesName,companyId,companyName,companyPrivate,description,employment,id,isClassified,isStandout,jobTitle,jobUrl,locations,postingDuration,postedAt,salarycurrency,salaryMin,salaryMax,salaryPeriod,salaryTerm,sellingPoints
standout,"511,180","Bangunan/Konstruksi,Arsitek/Desain Interior",jobstreet-id-343718,PT. GERAKAN INOVASI INDONESIA,false,INTERIOR ARCHITECTQualifications: 3 years and more experience both in Architecture + Interior Design and Build projects (junior interior designer/...,full_time,3736658,false,true,Senior Interior Architect,https://www.jobstreet.co.id/id/job/senior-interior-architect-3736658?token=0~e4c7c5a6-d523-4441-a3d0-b170ca560a23&sectionRank=1&jobId=jobstreet-id-job-3736658,Jakarta Pusat,8 minutes ago,2021-12-29T17:51:07Z,IDR,5000000,7000000,monthly,,"Project bonuses,Different type of projects,Dynamic environment"
standard,"509,186","Teknik,Teknik Elektronika",439728,PT Mitra Kerja Utama,false,"WE'RE HIRING TEKNISI FIBER OPTIC !PT. Mitra Kerja Utama merupakan perusahaan yang bergerak di bidang Recruitment Consultant, saat ini salah satu klien...",full_time,3736656,false,false,Teknisi Jaringan JABODETABEK,https://www.jobstreet.co.id/id/job/teknisi-jaringan-jabodetabek-3736656?token=0~e4c7c5a6-d523-4441-a3d0-b170ca560a23&sectionRank=2&jobId=jobstreet-id-job-3736656,"Jakarta Raya,Banten",19 minutes ago,2021-12-29T17:40:02Z,IDR,4400000,4600000,monthly,,
standout,"503,142","Penjualan / Pemasaran,Penjualan - Korporasi",jobstreet-id-304497,entomo,false,Essential Functions Follow-up on inbound marketing leads and identify qualified opportunities providing appropriate levels of information at the right...,full_time,3735979,false,true,SALES DEVELOPMENT REPRESENTATIVE,https://www.jobstreet.co.id/id/job/sales-development-representative-3735979?token=0~e4c7c5a6-d523-4441-a3d0-b170ca560a23&sectionRank=3&jobId=jobstreet-id-job-3735979,Jakarta Raya,an hour ago,2021-12-29T17:00:00Z,IDR,6000000,12000000,monthly,,"Benefit,Working Culture,Career Path"
standout,"510,140","Manufaktur,Pembelian/Manajemen Material",jobstreet-id-65295,PT Jashen Mitra Sinergi,false,Procurement Engineers oversee the purchase of technical equipment for industrial operations. They collaborate with marketing/sales to determine the...,full_time,3736580,false,true,PROCUREMENT ENGINEER,https://www.jobstreet.co.id/id/job/procurement-engineer-3736580?token=0~e4c7c5a6-d523-4441-a3d0-b170ca560a23&sectionRank=4&jobId=jobstreet-id-job-3736580,Tangerang,an hour ago,2021-12-29T17:00:00Z,IDR,4600000,6440000,monthly,,
standout,"503,143","Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",jobstreet-id-65295,PT Jashen Mitra Sinergi,false,Responsible to achieve annual revenue of Sales Budget/Sales Target. Work closely with existing and new prospective customers to understand business...,full_time,3736637,false,true,Sales Engineer,https://www.jobstreet.co.id/id/job/sales-engineer-3736637?token=0~e4c7c5a6-d523-4441-a3d0-b170ca560a23&sectionRank=5&jobId=jobstreet-id-job-3736637,Tangerang,an hour ago,2021-12-29T17:00:00Z,,,,monthly,,
standout,"503,139","Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",430069,PT Abason Baby Products Industry,false,Kualifikasi: Memiliki pengalaman minimal 3 tahun sebagai National Sales Manager Menguasai market area di Jawa atau seluruh Indonesia Memahami dan...,full_time,3736611,false,true,National Sales Manager,https://www.jobstreet.co.id/id/job/national-sales-manager-3736611?token=0~e4c7c5a6-d523-4441-a3d0-b170ca560a23&sectionRank=6&jobId=jobstreet-id-job-3736611,Tangerang,an hour ago,2021-12-29T17:00:00Z,,,,monthly,,
standout,"501,131","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",jobstreet-id-954,PT Sumi Indo Wiring Systems,false,"Oversee daily transactions, including accounts payable/receivable, general ledger and bank reconciliations Manage month-end and year-end closing...",full_time,3736297,false,true,ASSISTANT MANAGER FINANCE & ACCOUNTING,https://www.jobstreet.co.id/id/job/assistant-manager-finance-accounting-3736297?token=0~e4c7c5a6-d523-4441-a3d0-b170ca560a23&sectionRank=7&jobId=jobstreet-id-job-3736297,Purwakarta,an hour ago,2021-12-29T17:00:00Z,IDR,9000000,12600000,monthly,,
standout,"501,130","Akuntansi / Keuangan,Audit & Pajak",jobstreet-id-53712,PT Timor Otsuki Mutiara,false,DESKRIPSI TUGAS DAN PEKERJAAN : Bertanggung jawab atas seluruh pajak dari awal pengolahan data sampai dengan pelaporan pajak Mengerjakan e-Faktur...,full_time,3736057,false,true,Tax Supervisor,https://www.jobstreet.co.id/id/job/tax-supervisor-3736057?token=0~e4c7c5a6-d523-4441-a3d0-b170ca560a23&sectionRank=8&jobId=jobstreet-id-job-3736057,Jakarta Raya,an hour ago,2021-12-29T17:00:00Z,,,,monthly,,
standout,"503,202","Penjualan / Pemasaran,E-commerce",jobstreet-id-297668,PT. TRANSGLOBAL INDO MANDIRI,false,Deskripsi Pekerjaan: Melakukan update website dan aplikasi e-commerce yang telah tersedia Melakukan update website dan media sosial perusahaan Membuat...,full_time,3736488,false,true,Digital Marketing Lead - E-commerce & Logistics,https://www.jobstreet.co.id/id/job/digital-marketing-lead-e-commerce-logistics-3736488?token=0~e4c7c5a6-d523-4441-a3d0-b170ca560a23&sectionRank=9&jobId=jobstreet-id-job-3736488,Kepulauan Riau,an hour ago,2021-12-29T17:00:00Z,,,,monthly,,
standard,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",438666,Bali Culinary Pastry School,false,"Perform all aspects of project management, from initiating, planning, executing and closing the project. Monitor and evaluate progress of the project....",full_time,3736651,false,false,IT Manager,https://www.jobstreet.co.id/id/job/it-manager-3736651?token=0~e4c7c5a6-d523-4441-a3d0-b170ca560a23&sectionRank=10&jobId=jobstreet-id-job-3736651,Denpasar,an hour ago,2021-12-29T17:00:00Z,,,,monthly,,
