adType,categoriesCode,categoriesName,companyId,companyName,companyPrivate,description,employment,id,isClassified,isStandout,jobTitle,jobUrl,locations,postingDuration,postedAt,salarycurrency,salaryMin,salaryMax,salaryPeriod,salaryTerm,sellingPoints
standout,"506,107","Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",433871,ISMAYA GROUP,false,Deskripsi:  Memperiapkan masakan sesuai dengan strandar resep Bertanggung jawab dalam memelihara kebersihan dapur dan juga inventori bahan makanan dan...,full_time,3727479,false,true,COOK - TOKYO BELLY,https://www.jobstreet.co.id/id/job/cook-tokyo-belly-3727479?token=0~7b73efc1-0342-4297-b43b-58bea9ca216d&sectionRank=1&jobId=jobstreet-id-job-3727479,Jakarta Raya,7 minutes ago,2021-12-20T16:33:14Z,,,,monthly,,"Work Life Balance,Great Opportunity to Growth,Competitive Salary & Benefits"
standard,"504,101","Seni/Media/Komunikasi,Seni / Desain Kreatif",jobstreet-id-338190,Jeje Blossoms,false,"Kualifikasi: Usia max 26th, 27-30 dengan pertimbangan Pendidikan min SMA/sederajat. Tertarik pada seni/estetika, teliti, kreatif, dan terampil....",full_time,3727478,false,false,Florist Assistant,https://www.jobstreet.co.id/id/job/florist-assistant-3727478?token=0~7b73efc1-0342-4297-b43b-58bea9ca216d&sectionRank=2&jobId=jobstreet-id-job-3727478,Yogyakarta,12 minutes ago,2021-12-20T16:28:02Z,,,,monthly,,
standout,"501,135","Akuntansi / Keuangan,Perbankan / Jasa Finansial ",2034,Commonwealth Bank Indonesia,false,Job Description: Ensure for achieving business target has been allocated accordance the proper risk management Achieve target set by the management in...,full_time,3727476,false,true,Relationship Manager Academy,https://www.jobstreet.co.id/id/job/relationship-manager-academy-3727476?token=0~7b73efc1-0342-4297-b43b-58bea9ca216d&sectionRank=3&jobId=jobstreet-id-job-3727476,Jakarta Raya,24 minutes ago,2021-12-20T16:16:26Z,,,,monthly,,
standout,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",4859,PT Jasa Teknologi Informasi IBM,false,"Manage, Maintain and develope Active Directory, AD Connect and ADFS Manage, Maintain and develope Office 365 (Sharepoint, Teams, Exchange online, etc)...",contract,3727475,false,true,IT Specialist,https://www.jobstreet.co.id/id/job/it-specialist-3727475?token=0~7b73efc1-0342-4297-b43b-58bea9ca216d&sectionRank=4&jobId=jobstreet-id-job-3727475,Jakarta Raya,25 minutes ago,2021-12-20T16:15:22Z,,,,monthly,,
standout,"505,134","Pelayanan,Layanan Pelanggan",2034,Commonwealth Bank Indonesia,false,"Job Description: Memastikan operasional di Contact Center berjalan dengan baik sesuai prosedur dan target pelaksanaan. Memastikan proses layanan,...",full_time,3727474,false,true,Contact Center Department Head,https://www.jobstreet.co.id/id/job/contact-center-department-head-3727474?token=0~7b73efc1-0342-4297-b43b-58bea9ca216d&sectionRank=5&jobId=jobstreet-id-job-3727474,Jakarta Raya,27 minutes ago,2021-12-20T16:13:11Z,,,,monthly,,"Outstanding career development opportunities,We reward top performers with huge bonuses,Excellent benefit"
standout,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",jobstreet-id-321986,PT NIRVANA INDONESIA YOGA,false,UX Research &amp; Design(Remote Working/ Telecommuting/ Kerja Jarak Jauh)Job Requirement Min 1-3 years experience in user-centered research experience...,full_time,3727473,false,true,UX Research & Design (Remote Working),https://www.jobstreet.co.id/id/job/ux-research-design-remote-working-3727473?token=0~7b73efc1-0342-4297-b43b-58bea9ca216d&sectionRank=6&jobId=jobstreet-id-job-3727473,"Jakarta Raya,Jawa Barat,Banten,Yogyakarta,Sumatera Utara,Riau",29 minutes ago,2021-12-20T16:11:23Z,,,,monthly,,
standout,"505,134","Pelayanan,Layanan Pelanggan",2034,Commonwealth Bank Indonesia,false,Bertanggung Jawab: Menjalankan role-nya selaku Contact Center Manager sesuai prosedur yang berlaku. Membuat jadwal kerja Call Center...,full_time,3727472,false,true,Contact Center Manager,https://www.jobstreet.co.id/id/job/contact-center-manager-3727472?token=0~7b73efc1-0342-4297-b43b-58bea9ca216d&sectionRank=7&jobId=jobstreet-id-job-3727472,Jakarta Raya,31 minutes ago,2021-12-20T16:09:28Z,,,,monthly,,"Outstanding career development opportunities,We reward top performers with huge bonuses,Excellent benefit"
auto_inclusion,"502,137","Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",436449,PT Repex Wahana,false,"Company: FedEx Express APACJob Title: ID029C: Payroll SpecJob Requisition Number: RC453700Locations:Cilandak Bar., Kec. Cilandak,, IndonesiaJob...",full_time,1029745864,false,false,ID029C: Payroll Spec,https://www.jobstreet.co.id/id/job/id029c%3A-payroll-spec-1029745864?token=0~7b73efc1-0342-4297-b43b-58bea9ca216d&sectionRank=8&jobId=jobstreet-id-job-1029745864,Jakarta Selatan,35 minutes ago,2021-12-20T16:05:25Z,,,,monthly,,
auto_inclusion,"508,193","Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",289980,Prudential Corporation Asia,false,"At Prudential, we understand that success comes from the talent and commitment of our people. Together, we have a shared vision in securing the future...",,1029962142,false,false,AVP – Operation Integrity Lead,https://www.jobstreet.co.id/id/job/avp-operation-integrity-lead-1029962142?token=0~7b73efc1-0342-4297-b43b-58bea9ca216d&sectionRank=9&jobId=jobstreet-id-job-1029962142,Jakarta Raya,35 minutes ago,2021-12-20T16:05:13Z,,,,monthly,,
auto_inclusion,"502,133","Sumber Daya Manusia/Personalia,Staf / Administrasi umum",346108,CBI-electric,false,Job Overview:Hiring for collect and input data Scaffolding Request FormKey Responsibility/Accountability: Collect and organize scaffolding Request...,,1029962124,false,false,Administrative Assistant,https://www.jobstreet.co.id/id/job/administrative-assistant-1029962124?token=0~7b73efc1-0342-4297-b43b-58bea9ca216d&sectionRank=10&jobId=jobstreet-id-job-1029962124,"Batam,Riau",36 minutes ago,2021-12-20T16:04:33Z,,,,monthly,,
auto_inclusion,"501,131","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",820,Citigroup Inc.,false,"A. New DMT Development1. Understanding of business, data requirement, prioritization2.New Code Development using SAS (190+ DMTs reports)3.Delivering...",,1029962137,false,false,Compl Bus Control Intmd Anlyst - Data Analytics,https://www.jobstreet.co.id/id/job/compl-bus-control-intmd-anlyst-data-analytics-1029962137?token=0~7b73efc1-0342-4297-b43b-58bea9ca216d&sectionRank=11&jobId=jobstreet-id-job-1029962137,Jakarta Raya,36 minutes ago,2021-12-20T16:04:28Z,,,,monthly,,
auto_inclusion,"510,194","Manufaktur,Manufaktur",2795,Nestlé,false,"Position SnapshotLocation: Batang, Central JavaPermanent EmploymentPosition SummaryJoining Nestlé means you are joining the largest food and Beverage...",,1029962147,false,false,"First Line Manager, Bandaraya Factory",https://www.jobstreet.co.id/id/job/first-line-manager-bandaraya-factory-1029962147?token=0~7b73efc1-0342-4297-b43b-58bea9ca216d&sectionRank=12&jobId=jobstreet-id-job-1029962147,Jawa Tengah,36 minutes ago,2021-12-20T16:04:24Z,,,,monthly,,
