adType,categoriesCode,categoriesName,companyId,companyName,companyPrivate,description,employment,id,isClassified,isStandout,jobTitle,jobUrl,locations,postingDuration,postedAt,salarycurrency,salaryMin,salaryMax,salaryPeriod,salaryTerm,sellingPoints
standard,"513,113","Layanan Kesehatan,Diagnosa/Lainnya",432389,PT Evans Indonesia,false,Kandidat harus memiliki setidaknya Gelar Sarjana di Kedokteran atau setara. Setidaknya memiliki 3 tahun pengalaman dalam bidang yang sesuai untuk...,full_time,3732668,false,false,Dokter Perusahaan,https://www.jobstreet.co.id/id/job/dokter-perusahaan-3732668?token=0~16b9f02e-aeb2-4303-ad44-6eb89eee2984&sectionRank=1&jobId=jobstreet-id-job-3732668,"Kutai Kartanegara,Bangka",2 minutes ago,2021-12-26T17:57:39Z,,,,monthly,,
standard,"504,106","Seni/Media/Komunikasi,Hiburan",434422,PT Kreasi Indah Alam,false,"Qualifications Candidate must possess at least Bachelor’s Degree in Communications, Advertising, Marketing or related field on reputable university....",full_time,3732667,false,false,Live Streaming Coordinator,https://www.jobstreet.co.id/id/job/live-streaming-coordinator-3732667?token=0~16b9f02e-aeb2-4303-ad44-6eb89eee2984&sectionRank=2&jobId=jobstreet-id-job-3732667,Tangerang,33 minutes ago,2021-12-26T17:26:39Z,,,,monthly,,
standard,"503,145","Penjualan / Pemasaran,Penjualan Ritel",434422,PT Kreasi Indah Alam,false,Qualifications Candidate must possess at least Bachelor’s Degree in Marketing or any related fields. At least 2 years experience in related field and...,full_time,3732666,false,false,Retail Operations Assistant Manager,https://www.jobstreet.co.id/id/job/retail-operations-assistant-manager-3732666?token=0~16b9f02e-aeb2-4303-ad44-6eb89eee2984&sectionRank=3&jobId=jobstreet-id-job-3732666,"Jakarta Raya,Tangerang",38 minutes ago,2021-12-26T17:21:28Z,,,,monthly,,
standard,"508,193","Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",437190,PT Solusi Pembayaran Elektronik,false,"Hi SPEcial People!We're looking for Database Engineer who passionate in Fintech Industry, update with technologies and able to work with the team. If...",full_time,3732665,false,false,Database Engineer,https://www.jobstreet.co.id/id/job/database-engineer-3732665?token=0~16b9f02e-aeb2-4303-ad44-6eb89eee2984&sectionRank=4&jobId=jobstreet-id-job-3732665,Jakarta Barat,47 minutes ago,2021-12-26T17:12:06Z,,,,monthly,,
standard,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",437190,PT Solusi Pembayaran Elektronik,false,"Hi SPEcial People!We're looking for PHP Programmer who passionate in Fintech Industry, update with technologies and able to work with the team. If you...",full_time,3732664,false,false,PHP Programmer,https://www.jobstreet.co.id/id/job/php-programmer-3732664?token=0~16b9f02e-aeb2-4303-ad44-6eb89eee2984&sectionRank=5&jobId=jobstreet-id-job-3732664,Jakarta Barat,56 minutes ago,2021-12-26T17:03:33Z,,,,monthly,,
standout,"514,116","Lainnya,Lainnya/Kategori tidak tersedia",413855,PT Citatah Tbk,false,"Sr. Import Officer Manage accurate import documentation including materials in transit, monitoring, controlling, and documenting the movement of all...",full_time,3732663,false,true,Spv /Sr.Import Officer,https://www.jobstreet.co.id/id/job/spv-sr-import-officer-3732663?token=0~16b9f02e-aeb2-4303-ad44-6eb89eee2984&sectionRank=6&jobId=jobstreet-id-job-3732663,Karawang,59 minutes ago,2021-12-26T17:00:31Z,,,,monthly,,
standout,"502,133","Sumber Daya Manusia/Personalia,Staf / Administrasi umum",jobstreet-id-19120,PT YUTAMA KREASINDO,false,"Age Max. 30 years old Minimum D3, graduates majoring in Business Administration/ Commercial Administration/ Secretarial  is preferable Having work...",full_time,3732350,false,true,SALES & MARKETING ADMIN STAFF  (Code : ADM),https://www.jobstreet.co.id/id/job/sales-marketing-admin-staff-code-%3A-adm-3732350?token=0~16b9f02e-aeb2-4303-ad44-6eb89eee2984&sectionRank=7&jobId=jobstreet-id-job-3732350,Jakarta Barat,an hour ago,2021-12-26T17:00:00Z,,,,monthly,,
standout,"502,137","Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",5296,PT. Berca Schindler Lifts,false,HR Operation areaA. Recruitmenta.1 Interviewing and scoring activitiesa.2 Loa Preparationa.3 New Employee InductionB. Industrial Relationb.1 Data...,internship,3727778,false,true,Human Resource Strategic Internship,https://www.jobstreet.co.id/id/job/human-resource-strategic-internship-3727778?token=0~16b9f02e-aeb2-4303-ad44-6eb89eee2984&sectionRank=8&jobId=jobstreet-id-job-3727778,Jakarta Raya,an hour ago,2021-12-26T17:00:00Z,IDR,1000000,1400000,monthly,,"Safety and Quality,World class HR Strategic experiences,Remote work"
standout,"501,130","Akuntansi / Keuangan,Audit & Pajak",413855,PT Citatah Tbk,false,"Manage all aspects of cost accounting, including standard job order and engineering to order calculation Maintaining standard costs of raw materials,...",full_time,3732653,false,true,Cost/Tax Accountant  Supervisor / Sr. Officer,https://www.jobstreet.co.id/id/job/cost-tax-accountant-supervisor-sr-officer-3732653?token=0~16b9f02e-aeb2-4303-ad44-6eb89eee2984&sectionRank=9&jobId=jobstreet-id-job-3732653,"Jakarta Selatan,Karawang",an hour ago,2021-12-26T17:00:00Z,,,,monthly,,
standout,"507,105","Pendidikan/Pelatihan,Pendidikan",jobstreet-id-37225,Yayasan Kasih Kibar Kreasi Indonesia,false,"KIDEA PRESCHOOL &amp; KINDERGARTEN, with the spirit to Nurture Bright Children for a Brighter Tomorrow, is looking for highly motivated and qualified...",full_time,3726987,false,true,PRESCHOOL & KINDERGARTEN TEACHER,https://www.jobstreet.co.id/id/job/preschool-kindergarten-teacher-3726987?token=0~16b9f02e-aeb2-4303-ad44-6eb89eee2984&sectionRank=10&jobId=jobstreet-id-job-3726987,Jakarta Utara,an hour ago,2021-12-26T17:00:00Z,,,,monthly,,
