adType,categoriesCode,categoriesName,companyId,companyName,companyPrivate,description,employment,id,isClassified,isStandout,jobTitle,jobUrl,locations,postingDuration,postedAt,salarycurrency,salaryMin,salaryMax,salaryPeriod,salaryTerm,sellingPoints
standout,"513,112","Layanan Kesehatan,Farmasi",431429,PT Cakra Manunggal Pratama,false,"GMP JUNIOR MANAGEMENT CONSULTANT We are an International Management Consulting and Information Technology Company domiciled in Pasar Minggu, South...",full_time,3721607,false,true,GMP Junior Consultant,https://www.jobstreet.co.id/id/job/gmp-junior-consultant-3721607?token=0~1fad5fbf-9093-4077-8112-be384228cc58&sectionRank=1&jobId=jobstreet-id-job-3721607,Jakarta Selatan,8 minutes ago,2021-12-14T17:51:10Z,IDR,4000000,7000000,monthly,,
standout,"509,189","Teknik,Teknik Lingkungan",431429,PT Cakra Manunggal Pratama,false,"Junior QHSE Management ConsultantWe are an International Standard Management Consulting and Information Technology Company domiciled in Pasar Minggu,...",full_time,3721606,false,true,Quality Health and Safety(QHSE) Management Consulting,https://www.jobstreet.co.id/id/job/quality-health-and-safety-qhse-management-consulting-3721606?token=0~1fad5fbf-9093-4077-8112-be384228cc58&sectionRank=2&jobId=jobstreet-id-job-3721606,Jakarta Selatan,17 minutes ago,2021-12-14T17:42:19Z,IDR,4000000,7000000,monthly,,
standard,"505,118","Pelayanan,Perawatan Pribadi",jobstreet-id-341508,Toko Gemilang Blitar,false,"Kualifikasi : Pendidikan minimal SMK Keperawatan / Kesehatan Ramah, senang dengan anak-anak Berpenampilan rapi dan sopan Jujur, disiplin dan...",full_time,3721605,false,false,Terapis Baby,https://www.jobstreet.co.id/id/job/terapis-baby-3721605?token=0~1fad5fbf-9093-4077-8112-be384228cc58&sectionRank=3&jobId=jobstreet-id-job-3721605,Blitar,40 minutes ago,2021-12-14T17:19:30Z,,,,monthly,,
standard,"503,143","Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",433282,PT Harrisma Informatika Jaya,false,"Sales Retail &amp; Project ( CCTV, Alarm Intrusion, Access Control, Fire &amp; Security System ) : Sales who also create Retail &amp; Project CCTV,...",full_time,3721463,false,false,"Sales Retail & Project ( CCTV, Alarm Intrusion, Access Control, Fire & Security System )",https://www.jobstreet.co.id/id/job/sales-retail-project-cctv-alarm-intrusion-access-control-fire-security-system-3721463?token=0~1fad5fbf-9093-4077-8112-be384228cc58&sectionRank=4&jobId=jobstreet-id-job-3721463,Jakarta Barat,an hour ago,2021-12-14T17:00:00Z,IDR,7000000,14000000,monthly,,
standout,"503,143","Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",jobstreet-id-73591,PT Anacraft Technology Solution,false,"###[Bahasa Indonesia]###Uraian pekerjaan:- Bisnis networking, dan membangun daftar customer yang aktif.- Bertanggung jawab pada: target penjualan yg...",full_time,3721601,false,true,IT Sales Executive & Business Development,https://www.jobstreet.co.id/id/job/it-sales-executive-business-development-3721601?token=0~1fad5fbf-9093-4077-8112-be384228cc58&sectionRank=5&jobId=jobstreet-id-job-3721601,"Jakarta Raya,Bekasi",an hour ago,2021-12-14T17:00:00Z,,,,monthly,,"Transparent & high sales commission.,Negotiable salary and sales target.,Flexible office hours."
standout,"508,193","Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",jobstreet-id-73591,PT Anacraft Technology Solution,false,"Qualification: LINUX console. English READING. Knowledge of networking, server, virtualization, and storage would be advantage. Experience or interest...",full_time,3721602,false,true,IT System Engineer,https://www.jobstreet.co.id/id/job/it-system-engineer-3721602?token=0~1fad5fbf-9093-4077-8112-be384228cc58&sectionRank=6&jobId=jobstreet-id-job-3721602,"Jakarta Raya,Bekasi",an hour ago,2021-12-14T17:00:00Z,,,,monthly,,"## Training & certifications,## Innovative work environment,## Work with prestigious customers"
standout,"508,192","Komputer/Teknologi Informasi,IT-Perangkat Keras",427703,PT Mitra Transaksi Indonesia,false,"Job Description : Managed and support maintenance of server storage system 24/7. Responsible for the daily operational of Server &amp; Storage,...",full_time,3721046,false,true,IT Server & Storage,https://www.jobstreet.co.id/id/job/it-server-storage-3721046?token=0~1fad5fbf-9093-4077-8112-be384228cc58&sectionRank=7&jobId=jobstreet-id-job-3721046,Jakarta Raya,an hour ago,2021-12-14T17:00:00Z,IDR,5000000,7000000,monthly,,
standard,"507,105","Pendidikan/Pelatihan,Pendidikan",428988,Yayasan Bina Nusantara,false,Requirements Master Degree in Philosophy / Law Have passion in education Familiar with Microsoft Office Good communication in English and able to work...,full_time,3721490,false,false,(Assoc) Lecturer Specialist S2 Character Building BINUS BANDUNG,https://www.jobstreet.co.id/id/job/assoc-lecturer-specialist-s2-character-building-binus-bandung-3721490?token=0~1fad5fbf-9093-4077-8112-be384228cc58&sectionRank=8&jobId=jobstreet-id-job-3721490,Bandung,an hour ago,2021-12-14T17:00:00Z,,,,monthly,,
standout,"503,145","Penjualan / Pemasaran,Penjualan Ritel",jobstreet-id-74496,PT Bogamas Maju Indonesia,false,Requirements: Age maximum 35 years old Candidate must possess at least Bachelor's Degree from a reputable university in any field At least 2 years of...,full_time,3721423,false,true,Sales & Marketing,https://www.jobstreet.co.id/id/job/sales-marketing-3721423?token=0~1fad5fbf-9093-4077-8112-be384228cc58&sectionRank=9&jobId=jobstreet-id-job-3721423,Jakarta Barat,an hour ago,2021-12-14T17:00:00Z,,,,monthly,,
standout,"505,147","Pelayanan,Logistik/Rantai Pasokan",427233,"INTER ORIENT LOGISTICS, PT",false,Requirements/Qualifications : Graduate from School of Transport Management or related university major Having experiences minimal 5 years in similar...,full_time,3720896,false,true,SENIOR IMPORT OPERATION STAFF – JAKARTA OFFICE,https://www.jobstreet.co.id/id/job/senior-import-operation-staff-jakarta-office-3720896?token=0~1fad5fbf-9093-4077-8112-be384228cc58&sectionRank=10&jobId=jobstreet-id-job-3720896,Jakarta Raya,an hour ago,2021-12-14T17:00:00Z,,,,monthly,,
