adType,categoriesCode,categoriesName,companyId,companyName,companyPrivate,description,employment,id,isClassified,isStandout,jobTitle,jobUrl,locations,postingDuration,postedAt,salarycurrency,salaryMin,salaryMax,salaryPeriod,salaryTerm,sellingPoints
standout,"514,110","Lainnya,Pekerjaan Umum",jobstreet-id-170394,CV. LESTARI MITRA SEJAHTERA,false,"Tanggung jawab : Memelihara dan merawat kendaraan operasional perusahaan Melakukan pengecekan kondisi mobil seperti rem, oli, aki, air radiator,...",full_time,3728610,false,true,SOPIR,https://www.jobstreet.co.id/id/job/sopir-3728610?token=0~a8d4584b-227a-40d4-a305-a890ca014728&sectionRank=1&jobId=jobstreet-id-job-3728610,Palembang,an hour ago,2021-12-21T17:00:00Z,,,,monthly,,
standout,"501,131","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",jobstreet-id-60587,PT Infokes Indonesia (Bandung),false,"Persyaratan : Usia maks. 35 tahun, Pengalaman 0 - 2 tahun sebagai Analis Keuangan, Terbiasa menganalisis laporan keuangan baik arus kas, laporan laba...",full_time,3728593,false,true,Finance Analyst,https://www.jobstreet.co.id/id/job/finance-analyst-3728593?token=0~a8d4584b-227a-40d4-a305-a890ca014728&sectionRank=2&jobId=jobstreet-id-job-3728593,Bandung,an hour ago,2021-12-21T17:00:00Z,IDR,4000000,6000000,monthly,,"Tunjangan Hari Raya,Tunjangan BPJS Kesehatan & Ketenagakerjaan,Lingkungan kerja yang baik dan nyaman"
standout,"510,140","Manufaktur,Pembelian/Manajemen Material",428194,PT Sariling Aneka Energi,false,"Persyaratan: Pendidikan Strata-1 Teknik Informatika, Teknik Industri, Teknik Elektro, Komunikasi, Manajemen Umur 25 - 35 Tahun. Detail, memiliki...",full_time,3728667,false,true,PURCHASING TENDER Alat Berat POMPA ME AC Chiller IT Komputer Furniture,https://www.jobstreet.co.id/id/job/purchasing-tender-alat-berat-pompa-me-ac-chiller-it-komputer-furniture-3728667?token=0~a8d4584b-227a-40d4-a305-a890ca014728&sectionRank=3&jobId=jobstreet-id-job-3728667,Banten,an hour ago,2021-12-21T17:00:00Z,IDR,4500000,5000000,monthly,,"BPSJ Kesehatan & BPJS Ketenaga Kerjaan,Insentif yang tidak terbatas, Lembur, Komisi Tahunan,Free Parking, Kerja Senin-Jum'at, Lingkungan kerja yang nyaman"
standard,"510,140","Manufaktur,Pembelian/Manajemen Material",jobstreet-id-342951,Papperdine Jeans,false,Deskripsi Pekerjaan Mengangkat dan menata barang dengan rapih di rak Hitung barang masuk gudang Stock opname Mengingat nama produk Mengukur dan...,full_time,3727933,false,false,Gudang & Packing,https://www.jobstreet.co.id/id/job/gudang-packing-3727933?token=0~a8d4584b-227a-40d4-a305-a890ca014728&sectionRank=4&jobId=jobstreet-id-job-3727933,Jakarta Utara,an hour ago,2021-12-21T17:00:00Z,,,,monthly,,
standout,"513,111","Layanan Kesehatan,Praktisi/Asisten Medis",jobstreet-id-287758,OneKlinik,false,Kualifikasi : minimal usia 30 th Minimal DIII Keperawatan Memiliki pengalaman kerja minimal 2 th Memiliki Surat Tanda Registrasi Keperawatan (STRK)...,full_time,3727090,false,true,Nurse,https://www.jobstreet.co.id/id/job/nurse-3727090?token=0~a8d4584b-227a-40d4-a305-a890ca014728&sectionRank=5&jobId=jobstreet-id-job-3727090,Jakarta Selatan,an hour ago,2021-12-21T17:00:00Z,IDR,4000000,5000000,monthly,,Mendapatkan Jaminan BPJS kesehatan & Ketenagakerjaan
standard,"505,147","Pelayanan,Logistik/Rantai Pasokan",jobstreet-id-12590,PT Port Alliance,false,"Maximum 28 years old. Familiar with Microsoft Office &amp; Computer. Honest, Righteous, Careful, Good attitude &amp; ethic. Good in English Quick...",full_time,3728676,false,false,EXPORT IMPORT OPERATION STAFF,https://www.jobstreet.co.id/id/job/export-import-operation-staff-3728676?token=0~a8d4584b-227a-40d4-a305-a890ca014728&sectionRank=6&jobId=jobstreet-id-job-3728676,Jakarta Barat,an hour ago,2021-12-21T17:00:00Z,,,,monthly,,
standout,"503,203","Penjualan / Pemasaran,Digital Marketing",,,true,"Minimal 2 tahun pengalaman, sanggup bekerja sendiri dan bersama team. Sanggup memberikan ide ide kreatif, sanggup bekerja dengan target, cepat dan...",full_time,3728896,false,true,Digital marketing dan konten kreatif,https://www.jobstreet.co.id/id/job/digital-marketing-dan-konten-kreatif-3728896?token=0~a8d4584b-227a-40d4-a305-a890ca014728&sectionRank=7&jobId=jobstreet-id-job-3728896,Banten,an hour ago,2021-12-21T17:00:00Z,IDR,3500000,7000000,monthly,,Masa depan yang lebih baik dan menjanjikan
standout,"504,141","Seni/Media/Komunikasi,Hubungan Masyarakat",jobstreet-id-270776,PT. Xiang Wang Indonesia,false,招聘中文现场翻译年龄不超过35岁有工厂经验的优先能吃苦耐劳、勤奋、老实本分包吃包住Dicari penerjemah mandarin untuk di pabrikUmur maksimal 35 tahunDiutamakan yang pernah pengalaman di bidang...,full_time,3728760,false,true,Field Translator,https://www.jobstreet.co.id/id/job/field-translator-3728760?token=0~a8d4584b-227a-40d4-a305-a890ca014728&sectionRank=8&jobId=jobstreet-id-job-3728760,Serang,an hour ago,2021-12-21T17:00:00Z,IDR,5000000,7000000,monthly,,与新创办的企业共同增长、共同发展，前途光明。共同学习新的知识
standout,"503,139","Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",426791,PT Ekatunggal Tunas Mandiri,false,"""MAU SETIAP BULAN DAPAT GAJI 2X DENGAN INSENTIF DAN SENANG BERKOMUNIKASI DENGAN BANYAK ORANG?""KUALIFIKASI DAN PENGALAMAN MARKETING EXECUTIVE1.   Usia...",full_time,3728738,false,true,Marketing Executive,https://www.jobstreet.co.id/id/job/marketing-executive-3728738?token=0~a8d4584b-227a-40d4-a305-a890ca014728&sectionRank=9&jobId=jobstreet-id-job-3728738,"Bogor,Sidoarjo,Makassar,Pekanbaru,Semarang",an hour ago,2021-12-21T17:00:00Z,,,,monthly,,"Memberikan peluang pengembangan dan jenjang karir,Tunjangan dinas, Bonus penjualan dan liburan tahunan,Budaya kerja yang inovatif dan penuh semangat"
standout,"514,110","Lainnya,Pekerjaan Umum",jobstreet-id-9319,CITRAMAS GROUP,false,"Citramas Group, a national company located in Batam is seeking highly committed candidates to fill the following position...",full_time,3728713,false,true,General Affairs Manager,https://www.jobstreet.co.id/id/job/general-affairs-manager-3728713?token=0~a8d4584b-227a-40d4-a305-a890ca014728&sectionRank=10&jobId=jobstreet-id-job-3728713,Batam,an hour ago,2021-12-21T17:00:00Z,,,,monthly,,
