adType,categoriesCode,categoriesName,companyId,companyName,companyPrivate,description,employment,id,isClassified,isStandout,jobTitle,jobUrl,locations,postingDuration,postedAt,salarycurrency,salaryMin,salaryMax,salaryPeriod,salaryTerm,sellingPoints
standout,"501,131","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",jobstreet-id-169757,PT Sukses Mulia Seimbang,false,"Tugas &amp; Tanggung Jawab Pekerjaan: Memastikan laporan keuangan disajikan secara tepat waktu, akurat, dan memenuhi peraturan yang berlaku (membuat...",full_time,3723217,false,true,Finance and Accounting,https://www.jobstreet.co.id/id/job/finance-and-accounting-3723217?token=0~61d411a7-d6b9-41e0-ace8-e88b5448a259&sectionRank=1&jobId=jobstreet-id-job-3723217,Banten,1 minute ago,2021-12-16T02:24:24Z,IDR,4500000,5500000,monthly,,"BPJS Ketenagakerjaan,Parking Reimbursement,Lokasi kerja strategis dekat jalan raya"
standout,"503,142","Penjualan / Pemasaran,Penjualan - Korporasi",jobstreet-id-41902,Yayasan Pendidikan Pradita Indonesia,false,Requirements: Neatly dressed Maximum age 30 years old S1 Degree of any major (fresh graduate are welcome) Outgoing personality Adaptive person Able to...,full_time,3723216,false,true,Sales Staff,https://www.jobstreet.co.id/id/job/sales-staff-3723216?token=0~61d411a7-d6b9-41e0-ace8-e88b5448a259&sectionRank=2&jobId=jobstreet-id-job-3723216,Tangerang,2 minutes ago,2021-12-16T02:24:20Z,IDR,4000000,5000000,monthly,,
standout,"501,131","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",jobstreet-id-59305,PT. CANADA GREEN GATE,false,1. Melakukan penyusunan keuangan perusahaan2. Melakukan penginputan semuanya transaksi keuangan kedalam program3. Melakukan transaksi keuangan...,contract,3723214,false,true,Accounting & Finaance,https://www.jobstreet.co.id/id/job/accounting-finaance-3723214?token=0~61d411a7-d6b9-41e0-ace8-e88b5448a259&sectionRank=3&jobId=jobstreet-id-job-3723214,Pasuruan,2 minutes ago,2021-12-16T02:23:44Z,IDR,4300000,5000000,monthly,,
standard,"505,134","Pelayanan,Layanan Pelanggan",jobstreet-id-341667,Fast Print Bandung,false,"KUALIFIKASI : Pendidikan SMA/SMK/D3/S1 Tidak sedang kuliah Disiplin, jujur, dan bertanggung jawab Mengenal Ms. Office, Email, Sosial Media Familiar...",full_time,3723213,false,false,CUSTOMER CARE,https://www.jobstreet.co.id/id/job/customer-care-3723213?token=0~61d411a7-d6b9-41e0-ace8-e88b5448a259&sectionRank=4&jobId=jobstreet-id-job-3723213,Bandung,3 minutes ago,2021-12-16T02:23:20Z,,,,monthly,,
standard,"503,145","Penjualan / Pemasaran,Penjualan Ritel",jobstreet-id-341803,BIMBEL RPAD,false,Kualifikasi :1. Memiliki pengalaman di bidang yang sama2. Memiliki kendaraan bermotor3. Bersedia mengikuti training4. Berdomisili di sekitar Sidoarjo...,full_time,3723212,false,false,Sales & Marketing Bimbel RPAD,https://www.jobstreet.co.id/id/job/sales-marketing-bimbel-rpad-3723212?token=0~61d411a7-d6b9-41e0-ace8-e88b5448a259&sectionRank=5&jobId=jobstreet-id-job-3723212,Surabaya,3 minutes ago,2021-12-16T02:22:50Z,,,,monthly,,
standout,"510,194","Manufaktur,Manufaktur",431671,PT Citra Dimensi Arthali,false,Penempatan : Majalengka - Jawa BaratKualifikasi : Usia maksimal 35 tahun Pendidikan minimal D3/S1 dari jurusan Teknik Pangan/ Teknik Kimia/ Teknik...,full_time,3723211,false,true,Supervisor Produksi,https://www.jobstreet.co.id/id/job/supervisor-produksi-3723211?token=0~61d411a7-d6b9-41e0-ace8-e88b5448a259&sectionRank=6&jobId=jobstreet-id-job-3723211,Cirebon,3 minutes ago,2021-12-16T02:22:40Z,,,,monthly,,Lingkungan kerja yang supportif
standout,"503,139","Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",jobstreet-id-59291,PT Rajawali Asia Bali,false,"Merencanakan langkah strategis cabang, mengatur penjadwalan kunjungan dan target sales untuk pencapaian target penjualan secara maksimal Memonitor dan...",full_time,3723210,false,true,Manager Area Cabang Gianyar (Bali),https://www.jobstreet.co.id/id/job/manager-area-cabang-gianyar-bali-3723210?token=0~61d411a7-d6b9-41e0-ace8-e88b5448a259&sectionRank=7&jobId=jobstreet-id-job-3723210,Gianyar,3 minutes ago,2021-12-16T02:22:35Z,,,,monthly,,"Jenjang Karir,Bonus/ Reward,Bpjs Kesehatan & Ketenagakerjaan"
standout,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",jobstreet-id-41902,Yayasan Pendidikan Pradita Indonesia,false,Requirements : Degree of Information Technology (fresh graduate are welcome) Strong organizational and project management skills Strong in PHO...,full_time,3723209,false,true,Full Stack Developer,https://www.jobstreet.co.id/id/job/full-stack-developer-3723209?token=0~61d411a7-d6b9-41e0-ace8-e88b5448a259&sectionRank=8&jobId=jobstreet-id-job-3723209,Tangerang,3 minutes ago,2021-12-16T02:22:34Z,,,,monthly,,
standard,"503,145","Penjualan / Pemasaran,Penjualan Ritel",jobstreet-id-341721,Gombale Jogja,false,Syarat wajib dan ketentuan : Usia maksimal 27 tahun Minimal lulusan SMA/SMK atau sederajat Berdomisili di Kota Jogja dan sekitarnya Jujur dan...,full_time,3723208,false,false,Shopkeeper,https://www.jobstreet.co.id/id/job/shopkeeper-3723208?token=0~61d411a7-d6b9-41e0-ace8-e88b5448a259&sectionRank=9&jobId=jobstreet-id-job-3723208,Yogyakarta,3 minutes ago,2021-12-16T02:22:33Z,,,,monthly,,
standard,"502,137","Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",394518,PT Yamaha Indonesia Motor Mfg,false,REQUIREMENT : S1 Jurusan Hukum Memiliki kemampuan analisa yang baik Mampu menjalin komunikasi dan hubungan baik dengan semua pihak (exteral maupun...,full_time,3723207,false,false,INDUSTRIAL RELATION STAFF,https://www.jobstreet.co.id/id/job/industrial-relation-staff-3723207?token=0~61d411a7-d6b9-41e0-ace8-e88b5448a259&sectionRank=10&jobId=jobstreet-id-job-3723207,Jakarta Timur,3 minutes ago,2021-12-16T02:22:32Z,,,,monthly,,
standard,"503,145","Penjualan / Pemasaran,Penjualan Ritel",jobstreet-id-226867,CV Rejeki Deres,false,Kualifikasi Berpendidikan minimal SMA/Sederajat Sehat jasmani dan rohani Maksimal usia 35 tahun Memiliki kendaraan roda 2 pribadi dan SIM C yang masih...,full_time,3723206,false,false,SALES REPRESENTATIVE,https://www.jobstreet.co.id/id/job/sales-representative-3723206?token=0~61d411a7-d6b9-41e0-ace8-e88b5448a259&sectionRank=11&jobId=jobstreet-id-job-3723206,Tangerang,3 minutes ago,2021-12-16T02:22:22Z,,,,monthly,,
standard,"503,143","Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",jobstreet-id-341567,CV. PRISBY PERDANA,false,Kami mencari Insan Unggul yang memiliki Potensi &amp; Etos Kerja yang baik untuk menjadi representatif perusahaan dalam pengenalan &amp; penjualan...,part_time,3723205,false,false,Industrial Sales Marketing,https://www.jobstreet.co.id/id/job/industrial-sales-marketing-3723205?token=0~61d411a7-d6b9-41e0-ace8-e88b5448a259&sectionRank=12&jobId=jobstreet-id-job-3723205,Jawa Timur,4 minutes ago,2021-12-16T02:22:10Z,IDR,3000000,4200000,monthly,,
