adType,categoriesCode,categoriesName,companyId,companyName,companyPrivate,description,employment,id,isClassified,isStandout,jobTitle,jobUrl,locations,postingDuration,postedAt,salarycurrency,salaryMin,salaryMax,salaryPeriod,salaryTerm,sellingPoints
auto_inclusion,"506,107","Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",jobstreet-id-11872,PT Accor Advantage Plus,false,"Job Description• Ensure to control all banquet events, manage the team and allocate responsibilities to the team.• Train and develop the banquet team...",,1029987726,false,false,Banquet Operation Manager,https://www.jobstreet.co.id/id/job/banquet-operation-manager-1029987726?token=0~6728fc98-d64d-46fa-b1a0-ea8a7dc98324&sectionRank=1&jobId=jobstreet-id-job-1029987726,Jakarta Raya,1 minute ago,2021-12-22T17:59:38Z,,,,monthly,,
auto_inclusion,"505,134","Pelayanan,Layanan Pelanggan",jobstreet-id-75427,PT. Guardia Teknologi Indonesia,false,"At Jubelio, we always innovate to create a business platform that can be used for small, medium, or enterprise scale.To fulfill this mission, Jubelio...",,1029987751,false,false,Customer Support Specialist,https://www.jobstreet.co.id/id/job/customer-support-specialist-1029987751?token=0~6728fc98-d64d-46fa-b1a0-ea8a7dc98324&sectionRank=2&jobId=jobstreet-id-job-1029987751,Jakarta Raya,1 minute ago,2021-12-22T17:59:06Z,,,,monthly,,
standard,"508,193","Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",404868,PT. HTC Global Software Services,false,"Requirements : 3-5+ years experience spanning at least two IT disciplines, including technical architecture, network management, application...",full_time,3730227,false,false,Infra Cloud Manager (DevOps),https://www.jobstreet.co.id/id/job/infra-cloud-manager-devops-3730227?token=0~6728fc98-d64d-46fa-b1a0-ea8a7dc98324&sectionRank=3&jobId=jobstreet-id-job-3730227,Jakarta Raya,31 minutes ago,2021-12-22T17:28:24Z,,,,monthly,,
standard,"508,193","Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",413760,PT Bank Central Asia Tbk,false,"Perkembangan teknologi yang kian pesat merupakan salah satu tantangan yang harus dihadapi oleh semua perusahaan di Indonesia, termasuk BCA. Menjawab...",full_time,3729023,false,false,BCA IT Trainee,https://www.jobstreet.co.id/id/job/bca-it-trainee-3729023?token=0~6728fc98-d64d-46fa-b1a0-ea8a7dc98324&sectionRank=4&jobId=jobstreet-id-job-3729023,Jakarta Raya,an hour ago,2021-12-22T17:00:00Z,,,,monthly,,
standout,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",413982,"PT Indomobil Sukses Internasional, Tbk",false,"Candidate must possess at least Bachelor's Degree in Engineering (Computer/Telecommunication), Engineering (Electrical/Electronic), Engineering...",full_time,3729656,false,true,Mobile App Developer,https://www.jobstreet.co.id/id/job/mobile-app-developer-3729656?token=0~6728fc98-d64d-46fa-b1a0-ea8a7dc98324&sectionRank=5&jobId=jobstreet-id-job-3729656,Jakarta Timur,an hour ago,2021-12-22T17:00:00Z,,,,monthly,,"Career Growth,Working Culture"
standout,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",430182,PT Agate International,false,"Only candidates that applied to our official website will be processed, please check our website and page career on how to apply.RESPONSIBILITIES  ...",full_time,3729591,false,true,Senior Backend Programmer,https://www.jobstreet.co.id/id/job/senior-backend-programmer-3729591?token=0~6728fc98-d64d-46fa-b1a0-ea8a7dc98324&sectionRank=6&jobId=jobstreet-id-job-3729591,Bandung,an hour ago,2021-12-22T17:00:00Z,,,,monthly,,
standard,"501,131","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",jobstreet-id-12590,PT Port Alliance,false,Maximum 28 years old  Bachelor in Accounting field. Minimum 2 years working experience in Finance &amp; Accounting field. Familiar with journals and...,full_time,3729882,false,false,Accounting Staff,https://www.jobstreet.co.id/id/job/accounting-staff-3729882?token=0~6728fc98-d64d-46fa-b1a0-ea8a7dc98324&sectionRank=7&jobId=jobstreet-id-job-3729882,Jakarta Barat,an hour ago,2021-12-22T17:00:00Z,,,,monthly,,
standard,"501,135","Akuntansi / Keuangan,Perbankan / Jasa Finansial ",413760,PT Bank Central Asia Tbk,false,"MDP BCA is Calling! Live your career adventure and face the era of industry revolution 4.0 with BCA Through the entire 1 year of training program, you...",full_time,3729030,false,false,Management Development Program (MDP),https://www.jobstreet.co.id/id/job/management-development-program-mdp-3729030?token=0~6728fc98-d64d-46fa-b1a0-ea8a7dc98324&sectionRank=8&jobId=jobstreet-id-job-3729030,Jakarta Raya,an hour ago,2021-12-22T17:00:00Z,IDR,6500000,9000000,monthly,,
standout,"508,193","Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",jobstreet-id-76311,PT Layana Computindo Sentratama,false,Kualifikasi: Mempunyai pengetahuan tentang perintah linux os Berpengalaman tentang docker Menguasai CI/CD Berpengalaman deploy apps di server...,full_time,3729980,false,true,DevOps,https://www.jobstreet.co.id/id/job/devops-3729980?token=0~6728fc98-d64d-46fa-b1a0-ea8a7dc98324&sectionRank=9&jobId=jobstreet-id-job-3729980,Yogyakarta,an hour ago,2021-12-22T17:00:00Z,,,,monthly,,"Memiliki jam kerja yang fleksibel,Nikmati bekerja dari jarak jauh (dari mana saja di Indonesia),Akses ke buku referensi, kursus pelatihan, konferensi dll"
standout,"503,203","Penjualan / Pemasaran,Digital Marketing",jobstreet-id-69560,Jaime and Jaimie,false,"Jaime &amp; Jaimie yang bergerak di bidang high-quality kids fashion berlokasi di Surabaya, membuka kesempatan berkarier untuk para profesional muda...",full_time,3730188,false,true,Digital Marketing Specialist,https://www.jobstreet.co.id/id/job/digital-marketing-specialist-3730188?token=0~6728fc98-d64d-46fa-b1a0-ea8a7dc98324&sectionRank=10&jobId=jobstreet-id-job-3730188,Surabaya,an hour ago,2021-12-22T17:00:00Z,,,,monthly,,
