adType,categoriesCode,categoriesName,companyId,companyName,companyPrivate,description,employment,id,isClassified,isStandout,jobTitle,jobUrl,locations,postingDuration,postedAt,salarycurrency,salaryMin,salaryMax,salaryPeriod,salaryTerm,sellingPoints
standout,"505,134","Pelayanan,Layanan Pelanggan",jobstreet-id-299756,Kings Custom,false,1.Berpengalaman Sebelumnya sebagai Customer Service2.Diprioritaskan Belum mempunyai pasangan3.Menguasai microsoft Excel Dan Word4.Mampu menegetik...,full_time,3724449,false,true,Customer Service,https://www.jobstreet.co.id/id/job/customer-service-3724449?token=0~648f4517-b0f5-4c09-82dd-afa906652e3d&sectionRank=1&jobId=jobstreet-id-job-3724449,Jakarta Utara,35 minutes ago,2021-12-16T17:24:22Z,IDR,3500000,4500000,monthly,,
standout,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",jobstreet-id-50761,PT Optima Solusindo Informatika (Jakarta),false,Basic qualifications: Candidate must possess at least Diploma (Information Technology or equivalent) Minimum 2 years’ experience in Selling Backup...,full_time,3723712,false,true,Product Manager,https://www.jobstreet.co.id/id/job/product-manager-3723712?token=0~648f4517-b0f5-4c09-82dd-afa906652e3d&sectionRank=2&jobId=jobstreet-id-job-3723712,Jakarta Barat,an hour ago,2021-12-16T17:00:00Z,,,,monthly,,"How many years experience in Selling Backup & Security? solutions,How many years experience in Selling PAM Solution?,How many years experience in Selling SIEM Solution?"
standout,"501,131","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",jobstreet-id-73983,PT Reja Aton Energi,false,"Kualifikasi : Minimal Pengalaman 2 Tahun sebagai Accounting Staff Usia Maksimal 28 Tahun Pendidikan minimal S1 Jurusan Akuntansi/Ekonomi Jujur, teliti...",full_time,3723477,false,true,STAFF ACCOUNTING,https://www.jobstreet.co.id/id/job/staff-accounting-3723477?token=0~648f4517-b0f5-4c09-82dd-afa906652e3d&sectionRank=3&jobId=jobstreet-id-job-3723477,Sidoarjo,an hour ago,2021-12-16T17:00:00Z,IDR,2500000,5000000,monthly,,
standard,"504,101","Seni/Media/Komunikasi,Seni / Desain Kreatif",451332,PT. Aktual Grup Indonesia,false,"About usActually and Outside are two brands founded in Singapore since 2005, as multibrand stores and own brands are now in Indonesia and we are...",full_time,3724416,false,false,Fashion / Tech Designer,https://www.jobstreet.co.id/id/job/fashion-tech-designer-3724416?token=0~648f4517-b0f5-4c09-82dd-afa906652e3d&sectionRank=4&jobId=jobstreet-id-job-3724416,Jakarta Selatan,an hour ago,2021-12-16T17:00:00Z,IDR,7000000,9000000,monthly,,
standard,"507,105","Pendidikan/Pelatihan,Pendidikan",jobstreet-id-312841,ProfLab,false,Responsibilities A specialist in Physics. Teaching students online. Creating summary notes and worksheets based on Cambridge A Level and IGCSE Physics...,full_time,3724445,false,false,Physics Teacher Cambridge A Level and IGCSE,https://www.jobstreet.co.id/id/job/physics-teacher-cambridge-a-level-and-igcse-3724445?token=0~648f4517-b0f5-4c09-82dd-afa906652e3d&sectionRank=5&jobId=jobstreet-id-job-3724445,Jakarta Raya,an hour ago,2021-12-16T17:00:00Z,,,,monthly,,
standout,"512,102","Sains,Pertanian",,,true,"Minimal kualifikasi: Berusia minimal 21, maksimal 35 tahun Minimal Pendidikan Strata 1 (S1) Pertanian Berdomisili Cibubur dan sekitarnya Berpengalaman...",full_time,3723600,false,true,Field Officer Urban Farming,https://www.jobstreet.co.id/id/job/field-officer-urban-farming-3723600?token=0~648f4517-b0f5-4c09-82dd-afa906652e3d&sectionRank=6&jobId=jobstreet-id-job-3723600,Jakarta Timur,an hour ago,2021-12-16T17:00:00Z,,,,monthly,,"BPJS Ketenagakerjaan,BPJS Kesehatan,Asuransi"
standard,"503,145","Penjualan / Pemasaran,Penjualan Ritel",jobstreet-id-187037,Sharks Clothing,false,Perusahaan fashion nasional CV. Martin Lestari dengan brand SHARKS membuka lowongan kerja untuk:AREA LEADER- Cakupan area adalah Jawa Timur (dapat...,full_time,3724264,false,false,Area Leader,https://www.jobstreet.co.id/id/job/area-leader-3724264?token=0~648f4517-b0f5-4c09-82dd-afa906652e3d&sectionRank=7&jobId=jobstreet-id-job-3724264,Jawa Timur,an hour ago,2021-12-16T17:00:00Z,,,,monthly,,
standard,"507,105","Pendidikan/Pelatihan,Pendidikan",430031,English First,false,"""So you're passionate about teaching English? Here at English First, we believe we can take good teachers and make them GREAT! Why not join us to take...",full_time,3719141,false,false,Full Time English Teacher - EF English First Tangerang Area (Guru Bahasa Inggris),https://www.jobstreet.co.id/id/job/full-time-english-teacher-ef-english-first-tangerang-area-guru-bahasa-inggris-3719141?token=0~648f4517-b0f5-4c09-82dd-afa906652e3d&sectionRank=8&jobId=jobstreet-id-job-3719141,Tangerang,an hour ago,2021-12-16T17:00:00Z,,,,monthly,,
standout,"503,143","Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",jobstreet-id-73983,PT Reja Aton Energi,false,"Kualifikasi Pendidikan minimal Diploma atau Sarjana jurusan Teknik Elektro, Power Plant, Elektronika Usia maksimal berusia 35 tahun di maksimum Min....",full_time,3724156,false,true,SALES ENGINEER,https://www.jobstreet.co.id/id/job/sales-engineer-3724156?token=0~648f4517-b0f5-4c09-82dd-afa906652e3d&sectionRank=9&jobId=jobstreet-id-job-3724156,Sidoarjo,an hour ago,2021-12-16T17:00:00Z,IDR,3000000,6000000,monthly,,
standard,"505,147","Pelayanan,Logistik/Rantai Pasokan",394614,PT Global Jet Express,false,Deskripsi Pekerjaan: Melakukan monitoring standarisasi operasional dengan menggunakan teknologi visual Menemukan dan pemecahan masalah pada setiap...,full_time,3724119,false,false,Staff Monitoring Center (Mandarin Speaker),https://www.jobstreet.co.id/id/job/staff-monitoring-center-mandarin-speaker-3724119?token=0~648f4517-b0f5-4c09-82dd-afa906652e3d&sectionRank=10&jobId=jobstreet-id-job-3724119,Jakarta Utara,an hour ago,2021-12-16T17:00:00Z,,,,monthly,,
