adType,categoriesCode,categoriesName,companyId,companyName,companyPrivate,description,employment,id,isClassified,isStandout,jobTitle,jobUrl,locations,postingDuration,postedAt,salarycurrency,salaryMin,salaryMax,salaryPeriod,salaryTerm,sellingPoints
standard,"503,139","Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",432390,PT Everbesindo Surya Jaya,false,Job Description: Manage brand's product portfolio Understand trend demand and market insights Conducting market &amp; trend research Seasonal buying...,full_time,3731443,false,false,Brand Manager,https://www.jobstreet.co.id/id/job/brand-manager-3731443?token=0~25917709-dc8e-4975-97f1-af4e71f703d6&sectionRank=1&jobId=jobstreet-id-job-3731443,Tangerang,19 minutes ago,2021-12-23T17:40:26Z,,,,monthly,,
standard,"502,137","Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",426760,PT Dutagriya Sarana,false,"Hello!One of our clients, a Japanese Logistics Company is currently open job opportunity for: [Job Position]Management Operational Manager Japanese...",full_time,3731442,false,false,"Management Operational Manager Jp. Speaker (HRGA, Accounting & Finance)",https://www.jobstreet.co.id/id/job/management-operational-manager-jp-speaker-hrga-accounting-finance-3731442?token=0~25917709-dc8e-4975-97f1-af4e71f703d6&sectionRank=2&jobId=jobstreet-id-job-3731442,Karawang,21 minutes ago,2021-12-23T17:38:33Z,IDR,20000000,25000000,monthly,,
standard,"514,104","Lainnya,Jurnalis/Editor",434365,Kompas Gramedia - KG Media,false,Job Description Planning coverage for daily issues in editorial's social media platform. Proposing and planning for special program with various...,full_time,3731441,false,false,Lead Socmed Video Kompas.com,https://www.jobstreet.co.id/id/job/lead-socmed-video-kompas-com-3731441?token=0~25917709-dc8e-4975-97f1-af4e71f703d6&sectionRank=3&jobId=jobstreet-id-job-3731441,Surakarta,23 minutes ago,2021-12-23T17:36:04Z,,,,monthly,,
standard,"502,137","Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",390146,Shopee Internasional Indonesia,false,"Job Descriptions: Socialize HR standards; provide required information, assistance and solutions related to HR/People matters for business leaders, in...",full_time,3731439,false,false,HRBP Shopee Express (Surabaya),https://www.jobstreet.co.id/id/job/hrbp-shopee-express-surabaya-3731439?token=0~25917709-dc8e-4975-97f1-af4e71f703d6&sectionRank=4&jobId=jobstreet-id-job-3731439,Jawa Timur,46 minutes ago,2021-12-23T17:13:03Z,,,,monthly,,
standard,"505,134","Pelayanan,Layanan Pelanggan",426788,PT Eigerindo Multi Produk Industri,false,"As a Loyalty Membership Officer, you should have to do monitoring and reviewing all activities to maintain customer loyalty start from develop...",full_time,3731438,false,false,Loyalty Membership Officer,https://www.jobstreet.co.id/id/job/loyalty-membership-officer-3731438?token=0~25917709-dc8e-4975-97f1-af4e71f703d6&sectionRank=5&jobId=jobstreet-id-job-3731438,Bandung,58 minutes ago,2021-12-23T17:01:34Z,,,,monthly,,
standard,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",393324,PT Xtremax Teknologi Indonesia,false,"Job Description As a Software Developer, specifically backend, you will be introduced to ASP.NET development platforms and will be actively involved...",full_time,3731129,false,false,Software Developer - Backend,https://www.jobstreet.co.id/id/job/software-developer-backend-3731129?token=0~25917709-dc8e-4975-97f1-af4e71f703d6&sectionRank=6&jobId=jobstreet-id-job-3731129,"Bandung,Surabaya",an hour ago,2021-12-23T17:00:00Z,,,,monthly,,
standout,"509,195","Teknik,Mekanikal",436973,PT Siam Indo Concrete Products,false,-) Melakukan pendataan kebutuhan mesin produksi-) Membuat jadwal preventive maintenance atas mesin-mesin produksi-) Bertanggung jawab untuk menindak...,full_time,3731040,false,true,Teknisi Mekanik,https://www.jobstreet.co.id/id/job/teknisi-mekanik-3731040?token=0~25917709-dc8e-4975-97f1-af4e71f703d6&sectionRank=7&jobId=jobstreet-id-job-3731040,Karawang,an hour ago,2021-12-23T17:00:00Z,,,,monthly,,"BPJS Ketenagakerjaan & BPJS Kesehatan,Subsidi Uang Makan + Transport,Asuransi Kesehatan"
standout,"510,140","Manufaktur,Pembelian/Manajemen Material",jobstreet-id-334215,PT Fanindo Chiptronic (Batam),false,Requirements :•  Berdomisili di Batam•  Berusia 25 – 45 tahun•  Berpengalaman di bidang Purchasing terutama di Industry Trading•  Mampu berkomunikasi...,full_time,3730811,false,true,Purchasing Manager,https://www.jobstreet.co.id/id/job/purchasing-manager-3730811?token=0~25917709-dc8e-4975-97f1-af4e71f703d6&sectionRank=8&jobId=jobstreet-id-job-3730811,Batam,an hour ago,2021-12-23T17:00:00Z,,,,monthly,,
standout,"501,130","Akuntansi / Keuangan,Audit & Pajak",jobstreet-id-49322,PT Satwa Jawa Jaya,false,Job Des :1.   Bertanggung jawab terhadap proses operasional departemen finance dan accounting.2.  Memiliki kemampuan menggunakan serta memahami...,full_time,3731198,false,true,Tax accounting,https://www.jobstreet.co.id/id/job/tax-accounting-3731198?token=0~25917709-dc8e-4975-97f1-af4e71f703d6&sectionRank=9&jobId=jobstreet-id-job-3731198,Jakarta Barat,an hour ago,2021-12-23T17:00:00Z,IDR,6000000,10000000,monthly,,"BPJS TK dan Kesehatan , Sabtu Libur"
standout,"501,135","Akuntansi / Keuangan,Perbankan / Jasa Finansial ",432496,FIFGROUP,false,Tugas dan tanggung jawab: Melakukan penagihan dan edukasi terhadap konsumen yang terlambat membayar angsuran Kualifikasi Pekerjaan Minimal Pendidikan...,contract,3731274,false,true,CR Field (Collection FIFGROUP Cikarang 1),https://www.jobstreet.co.id/id/job/cr-field-collection-fifgroup-cikarang-1-3731274?token=0~25917709-dc8e-4975-97f1-af4e71f703d6&sectionRank=10&jobId=jobstreet-id-job-3731274,Cikarang,an hour ago,2021-12-23T17:00:00Z,,,,monthly,,
standout,"509,195","Teknik,Mekanikal",436973,PT Siam Indo Concrete Products,false,"-) Mengelola gambar 'part mesin' meliputi inovasi mesin, gambar modifikasi dan mendeteksi dan melakukan analisa 'live time' suatu part atau komponen...",full_time,3731015,false,true,Drafter,https://www.jobstreet.co.id/id/job/drafter-3731015?token=0~25917709-dc8e-4975-97f1-af4e71f703d6&sectionRank=11&jobId=jobstreet-id-job-3731015,Karawang,an hour ago,2021-12-23T17:00:00Z,,,,monthly,,"BPJS Ketenagakerjaan & BPJS Kesehatan,Subsidi Uang Makan + Transport,Asuransi Kesehatan"
standout,"502,133","Sumber Daya Manusia/Personalia,Staf / Administrasi umum",jobstreet-id-265714,PT. MORISTEC UTAMA,false,". Usia maksimal 30 tahun. Pendidikan D3 / S1 Manajemen / Akutansi. Pengalaman Kerja minimal 2 tahun ( admin umum, purchasing ataupun store). Memiliki...",full_time,3731363,false,true,Staff Admin,https://www.jobstreet.co.id/id/job/staff-admin-3731363?token=0~25917709-dc8e-4975-97f1-af4e71f703d6&sectionRank=12&jobId=jobstreet-id-job-3731363,Batam,an hour ago,2021-12-23T17:00:00Z,,,,monthly,,
standard,"501,131","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",427100,PT Hokinda Citralestari,false,"Tugas kunci dan tanggung jawab: Membuat anggaran/budget perusahaan Melakukan analisa, pengawasan &amp; pengontrolan penggunaan anggaran Menghitung dan...",full_time,3729044,false,false,Supervisor Accounting,https://www.jobstreet.co.id/id/job/supervisor-accounting-3729044?token=0~25917709-dc8e-4975-97f1-af4e71f703d6&sectionRank=13&jobId=jobstreet-id-job-3729044,"Binjai,Medan",an hour ago,2021-12-23T17:00:00Z,,,,monthly,,
standout,"509,189","Teknik,Teknik Lingkungan",jobstreet-id-280235,PT Global Inti Kesemakmuran Perkasa,false,Kualifikasi: Pendidikan Minimal Sarjana Maksimal 35 Tahun Menguasai Manajerial dan Komunikasi diatas rata-rata Memiliki Sertifikat K3 Menguasai dasar...,full_time,3731130,false,true,HSE STAFF,https://www.jobstreet.co.id/id/job/hse-staff-3731130?token=0~25917709-dc8e-4975-97f1-af4e71f703d6&sectionRank=14&jobId=jobstreet-id-job-3731130,Jakarta Raya,an hour ago,2021-12-23T17:00:00Z,IDR,6000000,8000000,monthly,,
standout,"501,130","Akuntansi / Keuangan,Audit & Pajak",434118,KAP Anwar & Rekan,false,We are calling Last Term Accounting Students who is currently finishing final thesis only to join our 4 months (January - April 2020) internship...,internship,3731242,false,true,Internship,https://www.jobstreet.co.id/id/job/internship-3731242?token=0~25917709-dc8e-4975-97f1-af4e71f703d6&sectionRank=15&jobId=jobstreet-id-job-3731242,Jakarta Selatan,an hour ago,2021-12-23T17:00:00Z,,,,monthly,,
standout,"504,101","Seni/Media/Komunikasi,Seni / Desain Kreatif",jobstreet-id-59563,"Asa Adiguna, PT",false,TUGAS DAN TANGGUNG JAWAB·        Menerjemahkan gambar sketsa / gambar teknik ke dalam bentuk 3 Dimensi sesuai dengan konsep desain·        Memperhalus...,full_time,3731203,false,true,3D ARTIST,https://www.jobstreet.co.id/id/job/3d-artist-3731203?token=0~25917709-dc8e-4975-97f1-af4e71f703d6&sectionRank=16&jobId=jobstreet-id-job-3731203,Jakarta Pusat,an hour ago,2021-12-23T17:00:00Z,,,,monthly,,"Wide Career Path Opportunity,Improving Technical and Management Skill,Comfort and Friendly Environment"
