adType,categoriesCode,categoriesName,companyId,companyName,companyPrivate,description,employment,id,isClassified,isStandout,jobTitle,jobUrl,locations,postingDuration,postedAt,salarycurrency,salaryMin,salaryMax,salaryPeriod,salaryTerm,sellingPoints
standout,"510,197","Manufaktur,Penjaminan Kualitas / QA",427388,PT Kartika Eka Dharma,false,"Requirements: Minimum 23 years old Education background minimum Diploma, Science field Experience minimum 3 years in related field (food/ chemical/...",full_time,3725591,false,true,QA/QC Staff,https://www.jobstreet.co.id/id/job/qa-qc-staff-3725591?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=1&jobId=jobstreet-id-job-3725591,Jakarta Barat,an hour ago,2021-12-17T17:00:00Z,,,,monthly,,
standard,"503,145","Penjualan / Pemasaran,Penjualan Ritel",436284,PT Puspa Asa Makmur Jaya,false,Tanggung Jawab : Menjaga dan meningkatkan volume penjualan Menyiapkan prospek klien baru  Menganalisa data keuangan klien dengan tujuan penaksiran...,full_time,3725457,false,false,Sales,https://www.jobstreet.co.id/id/job/sales-3725457?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=2&jobId=jobstreet-id-job-3725457,Jakarta Barat,an hour ago,2021-12-17T17:00:00Z,IDR,4350000,8700000,monthly,,
standard,"508,193","Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",390146,Shopee Internasional Indonesia,false,"Job Description: Responsible for the installation, maintenance, and evaluation of network systems and communications equipment. Participates in...",full_time,3722930,false,false,IT Network Engineer (Bekasi),https://www.jobstreet.co.id/id/job/it-network-engineer-bekasi-3722930?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=3&jobId=jobstreet-id-job-3722930,Bekasi,an hour ago,2021-12-17T17:00:00Z,,,,monthly,,
standard,"503,145","Penjualan / Pemasaran,Penjualan Ritel",jobstreet-id-188329,Garuda Kencana Batik,false,"Penempatan di Pantai Indah Kapuk, Jakarta UtaraSyarat : Posisi Sales Promotion, umur 20-35 tahun pendidikan min SMA / sederajat Cekatan, jujur dan...",full_time,3725593,false,false,SALES PROMOTION/SPG,https://www.jobstreet.co.id/id/job/sales-promotion-spg-3725593?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=4&jobId=jobstreet-id-job-3725593,Jakarta Utara,an hour ago,2021-12-17T17:00:00Z,,,,monthly,,
standard,"507,105","Pendidikan/Pelatihan,Pendidikan",438407,Universitas Bunda Mulia (Yayasan Pendidikan Bunda Mulia ),false,Job Descriptions : Provide the best learning experience to improve Faculty competitive advantage Be enthusiastic and passionate to carry out research...,full_time,3725435,false,false,Dosen Prodi Ilmu Komunikasi (UBM Kampus Ancol),https://www.jobstreet.co.id/id/job/dosen-prodi-ilmu-komunikasi-ubm-kampus-ancol-3725435?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=5&jobId=jobstreet-id-job-3725435,Jakarta Utara,an hour ago,2021-12-17T17:00:00Z,,,,monthly,,
standard,"503,145","Penjualan / Pemasaran,Penjualan Ritel",jobstreet-id-37502,PT Ds Trans,false,PT DS TransPerusahaan bergerak di bidang angkutan logistik baik luar maupun dalam negeri. Memiliki puluhan armada yang siap pengiriman di wilayah...,full_time,3722915,false,false,Sales,https://www.jobstreet.co.id/id/job/sales-3722915?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=6&jobId=jobstreet-id-job-3722915,Jakarta Utara,an hour ago,2021-12-17T17:00:00Z,,,,monthly,,
standard,"503,145","Penjualan / Pemasaran,Penjualan Ritel",427017,PT. Gree Electric Appliances Indonesia,false,"Kualifikasi: Minimal pendidikan SMA, maksimal 33 tahun. Memiliki pengalaman kerja sebagai sales promotor di toko elektronik minimal 1 tahun. Memiliki...",full_time,3725626,false,false,Sales Promotor (SPM/ SPG),https://www.jobstreet.co.id/id/job/sales-promotor-spm-spg-3725626?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=7&jobId=jobstreet-id-job-3725626,"Jember,Madura,Pasuruan,Kediri",an hour ago,2021-12-17T17:00:00Z,,,,monthly,,
standout,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",436220,PT Pro-Int Dinamika,false,Develops web application with .NET and C# Programming Ensure software quality by performing throughout client requirements Perform code reviews and...,full_time,3725169,false,true,Application Developer,https://www.jobstreet.co.id/id/job/application-developer-3725169?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=8&jobId=jobstreet-id-job-3725169,Jakarta Barat,an hour ago,2021-12-17T17:00:00Z,,,,monthly,,
standout,"502,137","Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",jobstreet-id-37502,PT Ds Trans,false,PT DS TransPerusahaan bergerak di bidang angkutan logistik baik luar maupun dalam negeri. Memiliki puluhan armada yang siap pengiriman di wilayah...,full_time,3722913,false,true,Human Resources,https://www.jobstreet.co.id/id/job/human-resources-3722913?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=9&jobId=jobstreet-id-job-3722913,Jakarta Utara,an hour ago,2021-12-17T17:00:00Z,,,,monthly,,
standard,"502,133","Sumber Daya Manusia/Personalia,Staf / Administrasi umum",jobstreet-id-341284,Swarna,false,Pendidikan minimal D3/S1 Desain Grafis/Desain Komunikasi Visual Usia Maks 28 Tahun Menguasai Content Internet marketing dan editing video Pengalaman...,full_time,3725147,false,false,Content Creator,https://www.jobstreet.co.id/id/job/content-creator-3725147?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=10&jobId=jobstreet-id-job-3725147,Jakarta Timur,an hour ago,2021-12-17T17:00:00Z,,,,monthly,,
standard,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",413727,PT Astra Graphia Information Technology (AGIT),false,Develop application for project and change request.Doing internal testing.Bug fixing.Create documentation.,full_time,3694577,false,false,Bootcamp .NET Developer,https://www.jobstreet.co.id/id/job/bootcamp-net-developer-3694577?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=11&jobId=jobstreet-id-job-3694577,Jakarta Raya,an hour ago,2021-12-17T17:00:00Z,,,,monthly,,
standard,"509,200","Teknik,Teknik Industri",jobstreet-id-342344,PT Murni Bhumi Nusantara,false,1. Education : DIII/SI Electronics or Mechatronics2. Age : 25 – 40 Years old3. Domicile : Pontianak City4. Capabilities :a. Mastering the PLC...,full_time,3725421,false,false,Automation Construction Personal,https://www.jobstreet.co.id/id/job/automation-construction-personal-3725421?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=12&jobId=jobstreet-id-job-3725421,Pontianak,an hour ago,2021-12-17T17:00:00Z,,,,monthly,,
standout,"503,203","Penjualan / Pemasaran,Digital Marketing",jobstreet-id-262547,PT NUSANTARA SAMUDRA GRUP,false,Requirements: Excellent written and verbal communication in English Domicile in Bali Advanced graphic design and copywriting skills. Managing content...,full_time,3725409,false,true,Digital Marketing Officer,https://www.jobstreet.co.id/id/job/digital-marketing-officer-3725409?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=13&jobId=jobstreet-id-job-3725409,Badung,an hour ago,2021-12-17T17:00:00Z,IDR,3000000,5000000,monthly,,"Experiences,Networking,Transport and Meal Fee, Uniform."
standout,"502,133","Sumber Daya Manusia/Personalia,Staf / Administrasi umum",jobstreet-id-308293,PT Indonesia Jinteng Resources,false,Syarat dasar:  Pendidikan minimum Sarjana (S1) atau lebih tinggi dan menguasai Bahasa Mandarin dengan baik Usia tidak lebih dari 40 tahun.  Familiar...,full_time,3725001,false,true,Admin - Contract Specialist Mandarin,https://www.jobstreet.co.id/id/job/admin-contract-specialist-mandarin-3725001?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=14&jobId=jobstreet-id-job-3725001,Jakarta Selatan,an hour ago,2021-12-17T17:00:00Z,,,,monthly,,"Salary,Working Culture and Experience"
standout,"503,142","Penjualan / Pemasaran,Penjualan - Korporasi",435722,PT Paiho Indonesia,false,"Analyze the territory/market’s potential, track sales and status reports Achieve agreed upon sales targets and outcomes within schedule Supply...",full_time,3724557,false,true,Sales Marketing,https://www.jobstreet.co.id/id/job/sales-marketing-3724557?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=15&jobId=jobstreet-id-job-3724557,Tangerang,an hour ago,2021-12-17T17:00:00Z,,,,monthly,,
standout,"507,105","Pendidikan/Pelatihan,Pendidikan",427788,Mutiara Harapan Islamic School,false,"Mutiara Harapan, a known as established Cambridge School, is looking for challenge oriented candidates for position of a Global Perspective (Social...",full_time,3725624,false,true,GLOBAL PERSPECTIVE (SOCIAL STUDIES) TEACHER FOR SECONDARY (Junior & Senior High),https://www.jobstreet.co.id/id/job/global-perspective-social-studies-teacher-for-secondary-junior-senior-high-3725624?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=16&jobId=jobstreet-id-job-3725624,Tangerang,an hour ago,2021-12-17T17:00:00Z,IDR,4000000,5000000,monthly,,"BPJS, THR,Snack and Lunch,Team Outing & Self-Development"
standout,"501,131","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",436675,PT Sanco Indonesia,false,Responsibilities:·        Ensuring the availability of policies and procedures related to Accounting &amp; Reporting operations that support the...,full_time,3725053,false,true,Assistant Manager Accounting & Tax,https://www.jobstreet.co.id/id/job/assistant-manager-accounting-tax-3725053?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=17&jobId=jobstreet-id-job-3725053,Jakarta Barat,an hour ago,2021-12-17T17:00:00Z,,,,monthly,,Mendapatkan fasilitas sesuai kesepakatan
standard,"501,131","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",436284,PT Puspa Asa Makmur Jaya,false,Mengerjakan rekonsiliasi bank Mengelola jurnal perusahaan Mengerjakan laporan keuangan perusahaan Memeriksa setiap invoice yang diterima dari supplier...,full_time,3725532,false,false,Accounting,https://www.jobstreet.co.id/id/job/accounting-3725532?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=18&jobId=jobstreet-id-job-3725532,Jakarta Barat,an hour ago,2021-12-17T17:00:00Z,IDR,4500000,5500000,monthly,,
standard,"508,193","Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",390146,Shopee Internasional Indonesia,false,"Job Description: Responsible for the installation, maintenance, and evaluation of network systems and communications equipment. Participates in...",full_time,3722932,false,false,IT Network Engineer (Sunter),https://www.jobstreet.co.id/id/job/it-network-engineer-sunter-3722932?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=19&jobId=jobstreet-id-job-3722932,Jakarta Utara,an hour ago,2021-12-17T17:00:00Z,,,,monthly,,
standout,"503,145","Penjualan / Pemasaran,Penjualan Ritel",jobstreet-id-58933,PT Finfleet Teknologi Indonesia,false,Memperkenalkan dan memberikan penjelasan mengenai produk kepada Calon Nasabah secara sistematis dan detail. Mempersuasi Calon Nasabah untuk...,temporary,3725486,false,true,Sales Promotion SPG - Event,https://www.jobstreet.co.id/id/job/sales-promotion-spg-event-3725486?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=20&jobId=jobstreet-id-job-3725486,Jakarta Raya,an hour ago,2021-12-17T17:00:00Z,IDR,6000000,8000000,monthly,,
standard,"511,150","Bangunan/Konstruksi,Properti/Real Estate",427361,PT. KALIMAS SARANA SUPLINDO,false,"Memberikan konsultasi &amp; solusi terbaik bagi kebutuhan jual-beli / sewa property dari owner / buyer Memasangkan iklan di internet, spanduk &amp;...",full_time,3721299,false,false,Property Consultant,https://www.jobstreet.co.id/id/job/property-consultant-3721299?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=21&jobId=jobstreet-id-job-3721299,Jakarta Timur,an hour ago,2021-12-17T17:00:00Z,IDR,12000000,22000000,monthly,,
auto_inclusion,"510,197","Manufaktur,Penjaminan Kualitas / QA",22444,PT Syngenta Indonesia,false,About Syngenta: Syngenta is a leading agriculture company helping to improve global food security by enabling millions of farmers to make better use...,,1029677058,false,false,QC Analyst,https://www.jobstreet.co.id/id/job/qc-analyst-1029677058?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=22&jobId=jobstreet-id-job-1029677058,Bogor,an hour ago,2021-12-17T16:02:00Z,,,,monthly,,
standout,"504,101","Seni/Media/Komunikasi,Seni / Desain Kreatif",jobstreet-sg-217584,VNG Singapore Pte. Ltd.,false,Job description- Responsible for conceptualization and implementation of design /solutions that meet brand strategies from concept to completion- Work...,full_time,9109557,false,true,Multimedia Designer,https://www.jobstreet.co.id/id/job/multimedia-designer-9109557/origin/sg?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=23&jobId=jobstreet-sg-job-9109557,Jakarta Raya,2 hours ago,2021-12-17T16:00:00Z,,,,monthly,,"Attractive remuneration package,Opportunities for career advancement,5-day work week"
auto_inclusion,"513,112","Layanan Kesehatan,Farmasi",jobstreet-id-45557,PT Prodia Occupational Health Institute International,false,"PT. PRODIA OHI INTERNATIONAL membuka lowongan pekerjaan untuk beberapa posisi:Product Specialist S1 Farmasi, Biologi, Kedokteran, Kesehatan...",,1029942901,false,false,Product Specialist,https://www.jobstreet.co.id/id/job/product-specialist-1029942901?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=24&jobId=jobstreet-id-job-1029942901,Indonesia,2 hours ago,2021-12-17T15:59:59Z,,,,monthly,,
auto_inclusion,"505,147","Pelayanan,Logistik/Rantai Pasokan",436915,PT Sentra Usahatama Jaya,false,"Requirements: Candidate must possess at least a Bachelor's Degree, Engineering (Industrial), Business Studies/Administration/Management or equivalent...",,1029664432,false,false,Operational Performance Supervisor,https://www.jobstreet.co.id/id/job/operational-performance-supervisor-1029664432?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=25&jobId=jobstreet-id-job-1029664432,Jakarta Pusat,2 hours ago,2021-12-17T15:59:49Z,,,,monthly,,
auto_inclusion,"510,140","Manufaktur,Pembelian/Manajemen Material",22883,PT Vopak Terminal Merak,false,"It's an interesting time for you to come on board at Vopak! Around the world, we connect the supply of and demand for vital products and resources....",,1029664471,false,false,Maintenance Storekeeper,https://www.jobstreet.co.id/id/job/maintenance-storekeeper-1029664471?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=26&jobId=jobstreet-id-job-1029664471,Jakarta Raya,2 hours ago,2021-12-17T15:59:36Z,,,,monthly,,
auto_inclusion,"502,137","Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",jobstreet-id-2165,PT Kantar Indonesia International,false,"We go beyond the obvious, using intelligence, passion and creativity to inspire new thinking and shape the world we live in.To start a career that is...",,1029768067,false,false,Research Trainee,https://www.jobstreet.co.id/id/job/research-trainee-1029768067?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=27&jobId=jobstreet-id-job-1029768067,Jakarta Raya,2 hours ago,2021-12-17T15:58:58Z,,,,monthly,,
auto_inclusion,"503,139","Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",jobstreet-id-168811,PT Kreasi Lebah Aktif,false,- Source new sales opportunities through outbound cold calls and emails and inbound lead follow up.- Maintaining daily KPI and metrics- Research...,,1029816984,false,false,Business Development Associate,https://www.jobstreet.co.id/id/job/business-development-associate-1029816984?token=0~2da52ead-ade8-40cc-bad8-ff630ff6a219&sectionRank=28&jobId=jobstreet-id-job-1029816984,Jakarta Raya,2 hours ago,2021-12-17T15:58:45Z,,,,monthly,,
